Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
2000,Car,Sedan/Wagon,Real-world fuel economy (MPG),22.914
2000,Truck,All Truck,Real-world fuel economy (MPG),16.84
2000,Truck,Pickup,Real-world fuel economy (MPG),16.653
2000,Truck,Truck SUV,Real-world fuel economy (MPG),16.006
2000,Truck,Minivan/Van,Real-world fuel economy (MPG),18.609
2000,Car,Car SUV,Real-world fuel economy (MPG),17.894
2001,All,All,Real-world fuel economy (MPG),19.624
2001,Car,All Car,Real-world fuel economy (MPG),22.634
2001,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.046
2001,Truck,All Truck,Real-world fuel economy (MPG),16.512
2001,Truck,Truck SUV,Real-world fuel economy (MPG),16.413
2001,Truck,Pickup,Real-world fuel economy (MPG),15.953
2001,Truck,Minivan/Van,Real-world fuel economy (MPG),18.044
2001,Car,Car SUV,Real-world fuel economy (MPG),18.833
2002,All,All,Real-world fuel economy (MPG),19.454
2002,Car,All Car,Real-world fuel economy (MPG),22.783
2002,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.085
2002,Truck,All Truck,Real-world fuel economy (MPG),16.48
2002,Truck,Truck SUV,Real-world fuel economy (MPG),16.309
2002,Truck,Pickup,Real-world fuel economy (MPG),15.753
2002,Truck,Minivan/Van,Real-world fuel economy (MPG),18.7
2002,Car,Car SUV,Real-world fuel economy (MPG),19.305
2003,All,All,Real-world fuel economy (MPG),19.585
2003,Car,All Car,Real-world fuel economy (MPG),23.014
2003,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.277
2003,Truck,All Truck,Real-world fuel economy (MPG),16.682
2003,Truck,Truck SUV,Real-world fuel economy (MPG),16.424
2003,Truck,Pickup,Real-world fuel economy (MPG),16.077
2003,Truck,Minivan/Van,Real-world fuel economy (MPG),18.982
2003,Car,Car SUV,Real-world fuel economy (MPG),19.915
2004,All,All,Real-world fuel economy (MPG),19.299
2004,Car,All Car,Real-world fuel economy (MPG),22.857
2004,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.14
2004,Truck,All Truck,Real-world fuel economy (MPG),16.51
2004,Truck,Truck SUV,Real-world fuel economy (MPG),16.473
2004,Truck,Pickup,Real-world fuel economy (MPG),15.737
2004,Truck,Minivan/Van,Real-world fuel economy (MPG),19.163
2004,Car,Car SUV,Real-world fuel economy (MPG),19.966
2005,All,All,Real-world fuel economy (MPG),19.884
2005,Car,All Car,Real-world fuel economy (MPG),23.146
2005,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.491
2005,Truck,All Truck,Real-world fuel economy (MPG),16.899
2005,Truck,Truck SUV,Real-world fuel economy (MPG),16.735
2005,Truck,Pickup,Real-world fuel economy (MPG),15.849
2005,Truck,Minivan/Van,Real-world fuel economy (MPG),19.302
2005,Car,Car SUV,Real-world fuel economy (MPG),20.217
2006,All,All,Real-world fuel economy (MPG),20.133
2006,Car,All Car,Real-world fuel economy (MPG),23.024
2006,Car,Sedan/Wagon,Real-world fuel economy (MPG),23.299
2006,Truck,All Truck,Real-world fuel economy (MPG),17.169
2006,Truck,Truck SUV,Real-world fuel economy (MPG),17.162
2006,Truck,Pickup,Real-world fuel economy (MPG),16.139
2006,Truck,Minivan/Van,Real-world fuel economy (MPG),19.53
2006,Car,Car SUV,Real-world fuel economy (MPG),20.454
2007,All,All,Real-world fuel economy (MPG),20.604
2007,Car,All Car,Real-world fuel economy (MPG),23.701
2007,Car,Sedan/Wagon,Real-world fuel economy (MPG),24.108
2007,Truck,All Truck,Real-world fuel economy (MPG),17.351
2007,Truck,Truck SUV,Real-world fuel economy (MPG),17.678
2007,Truck,Pickup,Real-world fuel economy (MPG),16.169
2007,Car,Car SUV,Real-world fuel economy (MPG),20.639
2007,Truck,Minivan/Van,Real-world fuel economy (MPG),19.498
2008,All,All,Real-world fuel economy (MPG),20.968
2008,Car,All Car,Real-world fuel economy (MPG),23.879
2008,Car,Sedan/Wagon,Real-world fuel economy (MPG),24.267
2008,Truck,All Truck,Real-world fuel economy (MPG),17.806
2008,Truck,Truck SUV,Real-world fuel economy (MPG),18.188
2008,Truck,Pickup,Real-world fuel economy (MPG),16.475
2008,Car,Car SUV,Real-world fuel economy (MPG),21.19
2008,Truck,Minivan/Van,Real-world fuel economy (MPG),19.82
2009,All,All,Real-world fuel economy (MPG),22.403
2009,Car,All Car,Real-world fuel economy (MPG),24.974
2009,Car,Sedan/Wagon,Real-world fuel economy (MPG),25.338
2009,Truck,All Truck,Real-world fuel economy (MPG),18.525
2009,Truck,Truck SUV,Real-world fuel economy (MPG),19.277
2009,Truck,Pickup,Real-world fuel economy (MPG),16.9
2009,Car,Car SUV,Real-world fuel economy (MPG),22.042
2009,Truck,Minivan/Van,Real-world fuel economy (MPG),20.066
2010,All,All,Real-world fuel economy (MPG),22.592
2010,Car,All Car,Real-world fuel economy (MPG),25.703
2010,Car,Sedan/Wagon,Real-world fuel economy (MPG),26.162
2010,Truck,All Truck,Real-world fuel economy (MPG),18.766
2010,Truck,Truck SUV,Real-world fuel economy (MPG),19.682
2010,Truck,Pickup,Real-world fuel economy (MPG),16.852
2010,Car,Car SUV,Real-world fuel economy (MPG),23.027
2010,Truck,Minivan/Van,Real-world fuel economy (MPG),20.119
2011,All,All,Real-world fuel economy (MPG),22.288
2011,Car,All Car,Real-world fuel economy (MPG),25.388
2011,Car,Sedan/Wagon,Real-world fuel economy (MPG),25.822
2011,Truck,All Truck,Real-world fuel economy (MPG),19.093
2011,Truck,Truck SUV,Real-world fuel economy (MPG),19.823
2011,Truck,Pickup,Real-world fuel economy (MPG),17.237
2011,Car,Car SUV,Real-world fuel economy (MPG),23.51
2011,Truck,Minivan/Van,Real-world fuel economy (MPG),20.949
2012,All,All,Real-world fuel economy (MPG),23.566
2012,Car,All Car,Real-world fuel economy (MPG),26.874
2012,Car,Sedan/Wagon,Real-world fuel economy (MPG),27.6
2012,Truck,All Truck,Real-world fuel economy (MPG),19.277
2012,Truck,Truck SUV,Real-world fuel economy (MPG),20.007
2012,Truck,Pickup,Real-world fuel economy (MPG),17.207
2012,Car,Car SUV,Real-world fuel economy (MPG),23.294
2012,Truck,Minivan/Van,Real-world fuel economy (MPG),21.269
2013,All,All,Real-world fuel economy (MPG),24.179
2013,Car,All Car,Real-world fuel economy (MPG),27.649
2013,Car,Sedan/Wagon,Real-world fuel economy (MPG),28.358
2013,Truck,All Truck,Real-world fuel economy (MPG),19.754
2013,Truck,Truck SUV,Real-world fuel economy (MPG),20.826
2013,Truck,Pickup,Real-world fuel economy (MPG),17.474
2013,Car,Car SUV,Real-world fuel economy (MPG),24.345
2013,Truck,Minivan/Van,Real-world fuel economy (MPG),21.058
2014,All,All,Real-world fuel economy (MPG),24.11
2014,Car,All Car,Real-world fuel economy (MPG),27.626
2014,Car,Sedan/Wagon,Real-world fuel economy (MPG),28.385
2014,Truck,All Truck,Real-world fuel economy (MPG),20.334
2014,Truck,Truck SUV,Real-world fuel economy (MPG),21.592
2014,Truck,Pickup,Real-world fuel economy (MPG),18.038
2014,Car,Car SUV,Real-world fuel economy (MPG),24.439
2014,Truck,Minivan/Van,Real-world fuel economy (MPG),21.269
2015,All,All,Real-world fuel economy (MPG),24.65
2015,Car,All Car,Real-world fuel economy (MPG),28.24
2015,Car,Sedan/Wagon,Real-world fuel economy (MPG),29.01
2015,Truck,All Truck,Real-world fuel economy (MPG),21.051
2015,Truck,Truck SUV,Real-world fuel economy (MPG),21.942
2015,Truck,Pickup,Real-world fuel economy (MPG),18.809
2015,Car,Car SUV,Real-world fuel economy (MPG),25.14
2015,Truck,Minivan/Van,Real-world fuel economy (MPG),21.782
2016,All,All,Real-world fuel economy (MPG),24.708
2016,Car,All Car,Real-world fuel economy (MPG),28.527
2016,Truck,All Truck,Real-world fuel economy (MPG),21.199
2016,Car,Sedan/Wagon,Real-world fuel economy (MPG),29.205
2016,Truck,Truck SUV,Real-world fuel economy (MPG),22.21
2016,Truck,Pickup,Real-world fuel economy (MPG),18.922
2016,Car,Car SUV,Real-world fuel economy (MPG),26.206
2016,Truck,Minivan/Van,Real-world fuel economy (MPG),21.662
2017,All,All,Real-world fuel economy (MPG),24.862
2017,Car,All Car,Real-world fuel economy (MPG),29.188
2017,Truck,All Truck,Real-world fuel economy (MPG),21.347
2017,Car,Sedan/Wagon,Real-world fuel economy (MPG),30.182
2017,Truck,Truck SUV,Real-world fuel economy (MPG),22.339
2017,Truck,Pickup,Real-world fuel economy (MPG),18.918
2017,Car,Car SUV,Real-world fuel economy (MPG),26.143
2017,Truck,Minivan/Van,Real-world fuel economy (MPG),22.234
2018,All,All,Real-world fuel economy (MPG),25.103
2018,Truck,All Truck,Real-world fuel economy (MPG),21.879
2018,Car,All Car,Real-world fuel economy (MPG),29.878
2018,Car,Sedan/Wagon,Real-world fuel economy (MPG),30.763
2018,Truck,Truck SUV,Real-world fuel economy (MPG),23.129
2018,Truck,Pickup,Real-world fuel economy (MPG),19.11
2018,Car,Car SUV,Real-world fuel economy (MPG),27.328
2018,Truck,Minivan/Van,Real-world fuel economy (MPG),22.759
2019,All,All,Real-world fuel economy (MPG),24.908
2019,Truck,All Truck,Real-world fuel economy (MPG),21.972
2019,Car,All Car,Real-world fuel economy (MPG),29.904
2019,Truck,Truck SUV,Real-world fuel economy (MPG),23.482
2019,Car,Sedan/Wagon,Real-world fuel economy (MPG),30.876
2019,Truck,Pickup,Real-world fuel economy (MPG),19.027
2019,Car,Car SUV,Real-world fuel economy (MPG),27.49
2019,Truck,Minivan/Van,Real-world fuel economy (MPG),22.429
2020,All,All,Real-world fuel economy (MPG),25.687
2020,Truck,All Truck,Real-world fuel economy (MPG),22.593
2020,Car,All Car,Real-world fuel economy (MPG),31.433
2020,Truck,Truck SUV,Real-world fuel economy (MPG),23.854
2020,Car,Sedan/Wagon,Real-world fuel economy (MPG),32.022
2020,Truck,Pickup,Real-world fuel economy (MPG),19.454
2020,Car,Car SUV,Real-world fuel economy (MPG),29.54
2020,Truck,Minivan/Van,Real-world fuel economy (MPG),23.028
1975,All,All,Real-world city fuel economy (MPG),12.016
1975,Car,All Car,Real-world city fuel economy (MPG),12.314
1975,Car,Sedan/Wagon,Real-world city fuel economy (MPG),12.317
1975,Truck,All Truck,Real-world city fuel economy (MPG),10.912
1975,Truck,Pickup,Real-world city fuel economy (MPG),11.078
1975,Truck,Minivan/Van,Real-world city fuel economy (MPG),10.556
1975,Truck,Truck SUV,Real-world city fuel economy (MPG),10.623
1975,Car,Car SUV,Real-world city fuel economy (MPG),10.136
1976,All,All,Real-world city fuel economy (MPG),13.181
1976,Car,All Car,Real-world city fuel economy (MPG),13.696
1976,Car,Sedan/Wagon,Real-world city fuel economy (MPG),13.704
1976,Truck,All Truck,Real-world city fuel economy (MPG),11.554
1976,Truck,Pickup,Real-world city fuel economy (MPG),11.74
1976,Truck,Minivan/Van,Real-world city fuel economy (MPG),11.059
1976,Truck,Truck SUV,Real-world city fuel economy (MPG),11.213
1976,Car,Car SUV,Real-world city fuel economy (MPG),9.393
1977,All,All,Real-world city fuel economy (MPG),14.006
1977,Car,All Car,Real-world city fuel economy (MPG),14.388
1977,Car,Sedan/Wagon,Real-world city fuel economy (MPG),14.395
1977,Truck,All Truck,Real-world city fuel economy (MPG),12.65
1977,Truck,Pickup,Real-world city fuel economy (MPG),12.898
1977,Truck,Minivan/Van,Real-world city fuel economy (MPG),11.95
1977,Truck,Truck SUV,Real-world city fuel economy (MPG),12.236
1977,Car,Car SUV,Real-world city fuel economy (MPG),11.214
1978,All,All,Real-world city fuel economy (MPG),14.682
1978,Car,All Car,Real-world city fuel economy (MPG),15.509
1978,Car,Sedan/Wagon,Real-world city fuel economy (MPG),15.52
1978,Truck,All Truck,Real-world city fuel economy (MPG),12.409
1978,Truck,Pickup,Real-world city fuel economy (MPG),12.777
1978,Truck,Minivan/Van,Real-world city fuel economy (MPG),11.639
1978,Truck,Truck SUV,Real-world city fuel economy (MPG),11.642
1978,Car,Car SUV,Real-world city fuel economy (MPG),10.37
1979,All,All,Real-world city fuel economy (MPG),14.877
1979,Car,All Car,Real-world city fuel economy (MPG),15.925
1979,Car,Sedan/Wagon,Real-world city fuel economy (MPG),15.928
1979,Truck,All Truck,Real-world city fuel economy (MPG),12.081
1979,Truck,Pickup,Real-world city fuel economy (MPG),12.717
1979,Truck,Minivan/Van,Real-world city fuel economy (MPG),11.059
1979,Truck,Truck SUV,Real-world city fuel economy (MPG),10.311
1979,Car,Car SUV,Real-world city fuel economy (MPG),13.876
1980,All,All,Real-world city fuel economy (MPG),17.619
1980,Car,All Car,Real-world city fuel economy (MPG),18.298
1980,Car,Sedan/Wagon,Real-world city fuel economy (MPG),18.298
1980,Truck,All Truck,Real-world city fuel economy (MPG),14.831
1980,Truck,Pickup,Real-world city fuel economy (MPG),15.511
1980,Truck,Minivan/Van,Real-world city fuel economy (MPG),13.267
1980,Truck,Truck SUV,Real-world city fuel economy (MPG),12.493
1980,Car,Car SUV,Real-world city fuel economy (MPG),13.926
1981,All,All,Real-world city fuel economy (MPG),18.831
1981,Car,All Car,Real-world city fuel economy (MPG),19.55
1981,Car,Sedan/Wagon,Real-world city fuel economy (MPG),19.55
1981,Truck,All Truck,Real-world city fuel economy (MPG),16.005
1981,Truck,Pickup,Real-world city fuel economy (MPG),16.719
1981,Truck,Minivan/Van,Real-world city fuel economy (MPG),13.984
1981,Truck,Truck SUV,Real-world city fuel economy (MPG),13.428
1981,Car,Car SUV,Real-world city fuel economy (MPG),13.716
1982,All,All,Real-world city fuel economy (MPG),19.202
1982,Car,All Car,Real-world city fuel economy (MPG),20.079
1982,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.078
1982,Truck,All Truck,Real-world city fuel economy (MPG),16.274
1982,Truck,Pickup,Real-world city fuel economy (MPG),17.249
1982,Truck,Minivan/Van,Real-world city fuel economy (MPG),13.897
1982,Truck,Truck SUV,Real-world city fuel economy (MPG),13.682
1982,Car,Car SUV,Real-world city fuel economy (MPG),20.176
1983,All,All,Real-world city fuel economy (MPG),19.041
1983,Car,All Car,Real-world city fuel economy (MPG),19.925
1983,Car,Sedan/Wagon,Real-world city fuel economy (MPG),19.927
1983,Truck,All Truck,Real-world city fuel economy (MPG),16.452
1983,Truck,Pickup,Real-world city fuel economy (MPG),17.516
1983,Truck,Minivan/Van,Real-world city fuel economy (MPG),14.067
1983,Truck,Truck SUV,Real-world city fuel economy (MPG),14.518
1983,Car,Car SUV,Real-world city fuel economy (MPG),19.495
1984,All,All,Real-world city fuel economy (MPG),19.057
1984,Car,All Car,Real-world city fuel economy (MPG),20.185
1984,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.201
1984,Truck,All Truck,Real-world city fuel economy (MPG),16.12
1984,Truck,Pickup,Real-world city fuel economy (MPG),16.914
1984,Truck,Minivan/Van,Real-world city fuel economy (MPG),14.986
1984,Truck,Truck SUV,Real-world city fuel economy (MPG),14.944
1984,Car,Car SUV,Real-world city fuel economy (MPG),17.471
1985,All,All,Real-world city fuel economy (MPG),19.318
1985,Car,All Car,Real-world city fuel economy (MPG),20.628
1985,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.657
1985,Truck,All Truck,Real-world city fuel economy (MPG),16.193
1985,Truck,Pickup,Real-world city fuel economy (MPG),16.909
1985,Truck,Minivan/Van,Real-world city fuel economy (MPG),15.46
1985,Truck,Truck SUV,Real-world city fuel economy (MPG),15.089
1985,Car,Car SUV,Real-world city fuel economy (MPG),17.624
1986,All,All,Real-world city fuel economy (MPG),19.754
1986,Car,All Car,Real-world city fuel economy (MPG),21.191
1986,Car,Sedan/Wagon,Real-world city fuel economy (MPG),21.218
1986,Truck,All Truck,Real-world city fuel economy (MPG),16.812
1986,Truck,Pickup,Real-world city fuel economy (MPG),17.486
1986,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.133
1986,Truck,Truck SUV,Real-world city fuel economy (MPG),15.639
1986,Car,Car SUV,Real-world city fuel economy (MPG),17.112
1987,All,All,Real-world city fuel economy (MPG),19.757
1987,Car,All Car,Real-world city fuel economy (MPG),21.172
1987,Car,Sedan/Wagon,Real-world city fuel economy (MPG),21.216
1987,Truck,All Truck,Real-world city fuel economy (MPG),16.756
1987,Truck,Pickup,Real-world city fuel economy (MPG),17.496
1987,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.16
1987,Truck,Truck SUV,Real-world city fuel economy (MPG),15.752
1987,Car,Car SUV,Real-world city fuel economy (MPG),17.108
1988,All,All,Real-world city fuel economy (MPG),19.572
1988,Car,All Car,Real-world city fuel economy (MPG),21.381
1988,Car,Sedan/Wagon,Real-world city fuel economy (MPG),21.436
1988,Truck,All Truck,Real-world city fuel economy (MPG),16.226
1988,Truck,Pickup,Real-world city fuel economy (MPG),16.533
1988,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.154
1988,Truck,Truck SUV,Real-world city fuel economy (MPG),15.49
1988,Car,Car SUV,Real-world city fuel economy (MPG),17.055
1989,All,All,Real-world city fuel economy (MPG),19.078
1989,Car,All Car,Real-world city fuel economy (MPG),20.847
1989,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.897
1989,Truck,All Truck,Real-world city fuel economy (MPG),15.919
1989,Truck,Pickup,Real-world city fuel economy (MPG),16.186
1989,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.057
1989,Truck,Truck SUV,Real-world city fuel economy (MPG),15.04
1989,Car,Car SUV,Real-world city fuel economy (MPG),17.053
1990,All,All,Real-world city fuel economy (MPG),18.721
1990,Car,All Car,Real-world city fuel economy (MPG),20.431
1990,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.463
1990,Truck,All Truck,Real-world city fuel economy (MPG),15.62
1990,Truck,Pickup,Real-world city fuel economy (MPG),15.689
1990,Truck,Minivan/Van,Real-world city fuel economy (MPG),15.965
1990,Truck,Truck SUV,Real-world city fuel economy (MPG),14.805
1990,Car,Car SUV,Real-world city fuel economy (MPG),16.888
1991,All,All,Real-world city fuel economy (MPG),18.759
1991,Car,All Car,Real-world city fuel economy (MPG),20.355
1991,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.483
1991,Truck,All Truck,Real-world city fuel economy (MPG),15.907
1991,Truck,Pickup,Real-world city fuel economy (MPG),16.305
1991,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.016
1991,Truck,Truck SUV,Real-world city fuel economy (MPG),14.981
1991,Car,Car SUV,Real-world city fuel economy (MPG),16.427
1992,All,All,Real-world city fuel economy (MPG),18.198
1992,Car,All Car,Real-world city fuel economy (MPG),19.82
1992,Car,Sedan/Wagon,Real-world city fuel economy (MPG),19.959
1992,Truck,All Truck,Real-world city fuel economy (MPG),15.438
1992,Truck,Pickup,Real-world city fuel economy (MPG),15.542
1992,Truck,Minivan/Van,Real-world city fuel economy (MPG),15.948
1992,Truck,Truck SUV,Real-world city fuel economy (MPG),14.458
1992,Car,Car SUV,Real-world city fuel economy (MPG),16.064
1993,All,All,Real-world city fuel economy (MPG),18.228
1993,Car,All Car,Real-world city fuel economy (MPG),19.9
1993,Car,Sedan/Wagon,Real-world city fuel economy (MPG),20.266
1993,Truck,All Truck,Real-world city fuel economy (MPG),15.511
1993,Truck,Pickup,Real-world city fuel economy (MPG),15.592
1993,Truck,Minivan/Van,Real-world city fuel economy (MPG),16.038
1993,Truck,Truck SUV,Real-world city fuel economy (MPG),14.508
