,Year,concrete_Tt,aggregates_Tt,bricks_Tt,asphalt_Tt,metals_Tt,other_Tt,waste_Tt,total_Tt
81,1981,0.090223568,0.138786075,0.028427438,0.022679144000000002,0.0135559696094,0.0115053790313,0.0808801919582777,0.38605776559897764
82,1982,0.09440963200000001,0.142633063,0.029308596000000003,0.023494184,0.0139350931094,0.011710951656300001,0.08395421501177468,0.3994457347774747
83,1983,0.09869696,0.146350722,0.030253520000000002,0.024280978,0.014314134468800001,0.0119449799063,0.087122325496098,0.41296361987119795
84,1984,0.103088728,0.15018447599999998,0.031375764,0.025116773999999998,0.014726035875000001,0.012197600375000001,0.09040147833803638,0.42709085658803636
85,1985,0.1075126,0.15403047,0.032532792,0.025948352,0.0151427620469,0.012447306,0.09378197558886125,0.44139625763576124
86,1986,0.112177328,0.158031345,0.0336922,0.026822314,0.015555803234400001,0.012713643062499998,0.09727072751864568,0.4562633608155457
87,1987,0.117089968,0.16218005400000002,0.034961087999999994,0.027702314000000002,0.0159784208594,0.012997202375000001,0.10087155705291466,0.47178060428731466
88,1988,0.122353496,0.16669843,0.036428724,0.02860907,0.016427269171900002,0.013288851687499999,0.10459393766552244,0.4883997785249225
89,1989,0.127000624,0.171257293,0.037896364,0.02953799,0.016880884531300003,0.01358138325,0.10844573665511553,0.5046002754364156
90,1990,0.13156524,0.175764007,0.039496416000000006,0.030396833999999998,0.0173194666875,0.013854473875,0.11241876168292643,0.5208151992454264
91,1991,0.137008288,0.180733824,0.040799452,0.031428173999999996,0.0177331752813,0.0140902511875,0.11650522696893659,0.5382983914377366
92,1992,0.141922,0.18604126199999999,0.042257232,0.032480128000000004,0.018139294625,0.014294910812499999,0.12070524891861432,0.5558400763561143
93,1993,0.14787271999999999,0.191544355,0.043882644,0.033529572,0.018541383296900003,0.0144971833125,0.12503250366374324,0.5749003612731431
94,1994,0.15426616,0.19721223000000002,0.04559474,0.034556556,0.018949986906300002,0.0147143435,0.1295134188830423,0.5948074352893424
95,1995,0.161026304,0.203379696,0.048246176,0.035570464,0.019377011062499998,0.014934107375,0.13417223982431026,0.6167059982618104
96,1996,0.167998064,0.209369423,0.050750392,0.036559676000000006,0.0197976761719,0.015139722875,0.1389815469186221,0.638596500965522
97,1997,0.17522406399999998,0.21557160099999997,0.053033448,0.037621344,0.0202404061094,0.0153891685,0.14395874140212547,0.6610387730115255
98,1998,0.182222576,0.222333786,0.055667212,0.038773456000000005,0.0206762798906,0.015589467062500001,0.14909629157784207,0.6843590685309421
99,1999,0.18947545600000001,0.229171976,0.0582472,0.039923020000000004,0.0211117727188,0.015825758,0.15440184603318236,0.7081570287519823
100,2000,0.197019584,0.23601930799999998,0.060762088,0.041122332,0.0215792210313,0.0160708449375,0.15987653354698128,0.7324499115157813
101,2001,0.20503286399999998,0.24258715,0.06297211999999999,0.042264055999999994,0.022049072593799998,0.016287849062500002,0.16550975303348803,0.756702864689788
102,2002,0.2135456,0.249059608,0.064813476,0.043391984,0.022543369406299998,0.0165350381875,0.17134505650885304,0.781234132102653
103,2003,0.223074816,0.25581158,0.06674626,0.044541684,0.023090995625000003,0.016819027625,0.17736719550781013,0.8074515587578102
104,2004,0.23357369600000003,0.26289944600000004,0.068383576,0.045869828,0.0236875875938,0.0171422981875,0.18360615946995626,0.8351625912512562
105,2005,0.24487856,0.270138684,0.069999672,0.047243352,0.024354797187500003,0.017474169624999997,0.1900571483627538,0.8641463831752538
106,2006,0.2578104,0.277674196,0.07159690399999999,0.048668036,0.0250888024063,0.0178353975,0.1967600885903888,0.8954338244966886
107,2007,0.271779008,0.285247022,0.073150088,0.050076591999999996,0.025906002625,0.018212223375,0.20375089543981767,0.9281218314398176
108,2008,0.285774784,0.292571656,0.07464253600000001,0.051408448,0.02671692925,0.018540885875,0.21100608407366903,0.9606613231986691
109,2009,0.30090678400000004,0.299732044,0.076158296,0.052635808,0.0274918522813,0.01878293575,0.2185511714064156,0.9942588914377157
110,2010,0.317293504,0.30711692,0.077653696,0.053846096,0.0283715253125,0.019105665375,0.2264163166122084,1.0298037232997084
111,2011,0.335819904,0.314733,0.07907121600000001,0.055000676,0.0293218374375,0.019456518500000002,0.23462708563349924,1.0680302375709994
112,2012,0.355099392,0.322282984,0.080495424,0.056080316000000005,0.0302829587813,0.019834271125,0.2432012427231983,1.1072765886294982
113,2013,0.37576307200000003,0.329753296,0.081841112,0.057102308,0.0313216098125,0.020233705749999997,0.2521470344476038,1.148162138010104
114,2014,0.396740672,0.33734654399999997,0.083148992,0.058075136,0.0323452635,0.020681710375000002,0.2614763552739885,1.1898146731489887
115,2015,0.41719780958040004,0.34445981098850004,0.08443174399999999,0.059012999999999996,0.0333461074688,0.02116330875,0.2711536737860656,1.2307654545737656
