year,region,animal,population_Mhd
1991,Northern America,ducks,6.82
1991,Northern America,geese and guinea fowls,0.28
1991,Northern America,goats,1.8575
1991,Northern America,horses,5.519
1991,Northern America,mules,0.032
1991,Northern America,pigs,67.821
1991,Northern America,sheep,11.8023
1991,Northern America,turkeys,290.11
1991,Oceania,asses,0.009638
1991,Oceania,beehives,0.714232
1991,Oceania,buffaloes,0.0
1991,Oceania,cattle,32.451233
1991,Oceania,chickens,72.165
1991,Oceania,ducks,0.511
1991,Oceania,geese and guinea fowls,0.06
1991,Oceania,goats,2.802905
1991,Oceania,horses,0.469329
1991,Oceania,pigs,4.524015
1991,Oceania,rabbits and hares,0.0
1991,Oceania,sheep,218.406787
1991,Oceania,turkeys,1.595
1991,South America,asses,3.969519
1991,South America,beehives,3.3251
1991,South America,buffaloes,1.432807
1991,South America,"camelids, other",5.383261
1991,South America,cattle,276.694671
1991,South America,chickens,1006.281
1991,South America,ducks,12.684
1991,South America,geese and guinea fowls,0.273
1991,South America,goats,22.697338
1991,South America,horses,14.739297
1991,South America,mules,3.369789
1991,South America,pigs,52.337969
1991,South America,rabbits and hares,3.342
1991,South America,"rodents, other",22.91
1991,South America,sheep,101.456468
1991,South America,turkeys,7.87
1992,Africa,asses,15.252181
1992,Africa,beehives,14.0516
1992,Africa,buffaloes,2.548225
1992,Africa,camels,15.249866
1992,Africa,cattle,197.903857
1992,Africa,chickens,937.709
1992,Africa,ducks,17.343
1992,Africa,geese and guinea fowls,12.001
1992,Africa,goats,186.368262
1992,Africa,horses,5.557175
1992,Africa,mules,1.375011
1992,Africa,pigs,18.124211
1992,Africa,rabbits and hares,13.113
1992,Africa,sheep,211.521636
1992,Africa,turkeys,8.03
1992,Asia,asses,20.414967
1992,Asia,beehives,25.089994
1992,Asia,buffaloes,148.358672
1992,Asia,camels,4.568587
1992,Asia,cattle,431.802878
1992,Asia,chickens,5242.206
1992,Asia,ducks,563.898
1992,Asia,geese and guinea fowls,137.374
1992,Asia,goats,363.374761
1992,Asia,horses,18.214663
1992,Asia,mules,6.292727
1992,Asia,pigs,464.734949
1992,Asia,rabbits and hares,166.491
1992,Asia,sheep,421.200583
1992,Asia,turkeys,14.724
1992,Europe,asses,0.907388
1992,Europe,beehives,17.803384
1992,Europe,buffaloes,0.154591
1992,Europe,camels,0.01
1992,Europe,cattle,203.986783
1992,Europe,chickens,2163.594
1992,Europe,ducks,60.23
1992,Europe,geese and guinea fowls,28.362
1992,Europe,goats,19.280611
1992,Europe,horses,8.061258
1992,Europe,mules,0.263734
1992,Europe,pigs,237.311478
1992,Europe,rabbits and hares,35.053
1992,Europe,sheep,212.600884
1992,Europe,turkeys,94.172
1992,Northern America,asses,0.051
1992,Northern America,beehives,3.546259
1992,Northern America,cattle,109.425
1992,Northern America,chickens,1548.0
1992,Northern America,ducks,6.5
1992,Northern America,geese and guinea fowls,0.215
1992,Northern America,goats,2.0275
1992,Northern America,horses,5.471
1992,Northern America,mules,0.032
1992,Northern America,pigs,68.7983
1992,Northern America,sheep,11.4449
1992,Northern America,turkeys,295.68
1992,Oceania,asses,0.010378
1992,Oceania,beehives,0.688526
1992,Oceania,buffaloes,0.0
1992,Oceania,cattle,32.727168
1992,Oceania,chickens,77.404
1992,Oceania,ducks,0.578
1992,Oceania,geese and guinea fowls,0.062
1992,Oceania,goats,2.937652
1992,Oceania,horses,0.453247
1992,Oceania,pigs,4.894334
1992,Oceania,rabbits and hares,0.0
1992,Oceania,sheep,200.778546
1992,Oceania,turkeys,1.456
1992,South America,asses,3.960721
1992,South America,beehives,3.4356
1992,South America,buffaloes,1.423873
1992,South America,"camelids, other",5.41721
1992,South America,cattle,281.08618
1992,South America,chickens,1068.211
1992,South America,ducks,12.354
1992,South America,geese and guinea fowls,0.32
1992,South America,goats,22.892095
1992,South America,horses,14.859503
1992,South America,mules,3.395117
1992,South America,pigs,53.120395
1992,South America,rabbits and hares,3.328
1992,South America,"rodents, other",22.915
1992,South America,sheep,98.678935
1992,South America,turkeys,8.918
1993,Africa,asses,13.512089
1993,Africa,beehives,13.7397
1993,Africa,buffaloes,2.570125
1993,Africa,camels,15.029881
1993,Africa,cattle,199.189724
1993,Africa,chickens,935.312
1993,Africa,ducks,19.863
1993,Africa,geese and guinea fowls,14.066
1993,Africa,goats,185.935997
1993,Africa,horses,3.993315
1993,Africa,mules,1.37068
1993,Africa,pigs,18.446878
1993,Africa,rabbits and hares,15.383
1993,Africa,sheep,205.438719
1993,Africa,turkeys,8.919
1993,Asia,asses,20.088868
1993,Asia,beehives,25.184585
1993,Asia,buffaloes,149.834792
1993,Asia,camels,4.51234
1993,Asia,cattle,435.372122
1993,Asia,chickens,5626.133
1993,Asia,ducks,614.276
1993,Asia,geese and guinea fowls,167.815
1993,Asia,goats,372.379654
1993,Asia,horses,17.837046
1993,Asia,mules,6.287061
1993,Asia,pigs,479.192542
1993,Asia,rabbits and hares,176.12
1993,Asia,sheep,417.929756
1993,Asia,turkeys,14.636
1993,Europe,asses,0.880854
1993,Europe,beehives,17.300324
1993,Europe,buffaloes,0.170076
1993,Europe,camels,0.0103
1993,Europe,cattle,194.494203
1993,Europe,chickens,2097.325
1993,Europe,ducks,55.174
1993,Europe,geese and guinea fowls,26.324
1993,Europe,goats,19.382551
1993,Europe,horses,7.978438
1993,Europe,mules,0.263242
1993,Europe,pigs,227.330611
1993,Europe,rabbits and hares,35.533
1993,Europe,sheep,203.172602
1993,Europe,turkeys,96.675
1993,Northern America,asses,0.052
1993,Northern America,beehives,3.377656
1993,Northern America,cattle,111.0359
1993,Northern America,chickens,1613.0
1993,Northern America,ducks,7.1
1993,Northern America,geese and guinea fowls,0.23
1993,Northern America,goats,1.98765
1993,Northern America,horses,5.5
1993,Northern America,mules,0.032
1993,Northern America,pigs,68.6833
1993,Northern America,sheep,10.8335
1993,Northern America,turkeys,293.25
1993,Oceania,asses,0.009438
1993,Oceania,beehives,0.678536
1993,Oceania,buffaloes,0.0
1993,Oceania,cattle,33.104141
1993,Oceania,chickens,85.802
1993,Oceania,ducks,0.549
1993,Oceania,geese and guinea fowls,0.063
1993,Oceania,goats,2.5483
1993,Oceania,horses,0.435673
1993,Oceania,pigs,4.856775
1993,Oceania,rabbits and hares,0.0
1993,Oceania,sheep,188.413604
1993,Oceania,turkeys,1.206
1993,South America,asses,3.858244
1993,South America,beehives,3.4201
1993,South America,buffaloes,1.499676
1993,South America,"camelids, other",5.423215
1993,South America,cattle,283.473276
1993,South America,chickens,1104.504
1993,South America,ducks,14.046
1993,South America,geese and guinea fowls,0.331
1993,South America,goats,21.742854
1993,South America,horses,14.973648
1993,South America,mules,3.345984
1993,South America,pigs,53.437371
1993,South America,rabbits and hares,3.352
1993,South America,"rodents, other",22.915
1993,South America,sheep,87.889439
1993,South America,turkeys,9.368
1994,Africa,asses,13.737999
1994,Africa,beehives,14.069
1994,Africa,buffaloes,2.920416
1994,Africa,camels,15.378521
1994,Africa,cattle,200.646226
1994,Africa,chickens,966.767
1994,Africa,ducks,22.781
1994,Africa,geese and guinea fowls,16.439
1994,Africa,goats,198.186202
1994,Africa,horses,4.075687
1994,Africa,mules,1.36632
1994,Africa,pigs,18.949929
1994,Africa,rabbits and hares,18.027
1994,Africa,sheep,216.033545
1994,Africa,turkeys,9.42
1994,Asia,asses,20.149543
1994,Asia,beehives,25.135172
1994,Asia,buffaloes,151.74801
1994,Asia,camels,4.4784
1994,Asia,cattle,441.353465
1994,Asia,chickens,6139.972
1994,Asia,ducks,653.948
1994,Asia,geese and guinea fowls,183.491
1994,Asia,goats,389.016776
1994,Asia,horses,17.813727
1994,Asia,mules,6.163309
1994,Asia,pigs,489.188764
1994,Asia,rabbits and hares,186.205
1994,Asia,sheep,417.937205
1994,Asia,turkeys,14.213
1994,Europe,asses,0.851696
1994,Europe,beehives,16.417626
1994,Europe,buffaloes,0.161188
1994,Europe,camels,0.0104
1994,Europe,cattle,187.975673
1994,Europe,chickens,1952.509
1994,Europe,ducks,52.455
1994,Europe,geese and guinea fowls,25.435
1994,Europe,goats,20.02786
1994,Europe,horses,7.829854
1994,Europe,mules,0.260079
1994,Europe,pigs,220.793547
1994,Europe,rabbits and hares,34.88
1994,Europe,sheep,191.126968
1994,Europe,turkeys,101.745
1994,Northern America,asses,0.052
1994,Northern America,beehives,3.284256
1994,Northern America,cattle,112.9856
1994,Northern America,chickens,1690.0
1994,Northern America,ducks,7.25
1994,Northern America,geese and guinea fowls,0.25
1994,Northern America,goats,1.9878
1994,Northern America,horses,5.46
1994,Northern America,mules,0.032
1994,Northern America,pigs,70.2713
1994,Northern America,sheep,10.4753
1994,Northern America,turkeys,292.285
1994,Oceania,asses,0.009
1994,Oceania,beehives,0.774032
1994,Oceania,buffaloes,0.0
1994,Oceania,cattle,35.386801
1994,Oceania,chickens,89.713
1994,Oceania,ducks,0.621
1994,Oceania,geese and guinea fowls,0.065
1994,Oceania,goats,2.45485
1994,Oceania,horses,0.39435
1994,Oceania,pigs,5.119846
1994,Oceania,rabbits and hares,0.0
1994,Oceania,sheep,182.048356
1994,Oceania,turkeys,0.969
1994,South America,asses,3.867568
1994,South America,beehives,3.4517
1994,South America,buffaloes,1.572059
1994,South America,"camelids, other",5.524184
1994,South America,cattle,289.145097
1994,South America,chickens,1176.674
1994,South America,ducks,15.624
1994,South America,geese and guinea fowls,0.32
1994,South America,goats,22.321791
1994,South America,horses,15.17945
1994,South America,mules,3.34327
1994,South America,pigs,55.438938
1994,South America,rabbits and hares,3.277
1994,South America,"rodents, other",22.915
1994,South America,sheep,85.272887
1994,South America,turkeys,17.95
1995,Africa,asses,13.984288
1995,Africa,beehives,14.062337
1995,Africa,buffaloes,3.017751
1995,Africa,camels,15.701497
1995,Africa,cattle,206.022882
1995,Africa,chickens,1032.097
1995,Africa,ducks,24.726
1995,Africa,geese and guinea fowls,17.942
1995,Africa,goats,205.817889
1995,Africa,horses,4.12638
1995,Africa,mules,0.97782
1995,Africa,pigs,19.556249
1995,Africa,rabbits and hares,19.484
1995,Africa,sheep,217.128005
1995,Africa,turkeys,9.44
1995,Asia,asses,20.37748
1995,Asia,beehives,25.66397
1995,Asia,buffaloes,153.700736
1995,Asia,camels,4.490598
1995,Asia,cattle,449.794359
1995,Asia,chickens,6333.168
1995,Asia,ducks,700.324
1995,Asia,geese and guinea fowls,208.374
1995,Asia,goats,414.086873
1995,Asia,horses,17.924945
1995,Asia,mules,6.212178
1995,Asia,pigs,510.274883
1995,Asia,rabbits and hares,150.489
1995,Asia,sheep,412.986587
1995,Asia,turkeys,13.202
1995,Europe,asses,0.810129
1995,Europe,beehives,16.089176
1995,Europe,buffaloes,0.165289
1995,Europe,camels,0.0105
1995,Europe,cattle,178.177092
1995,Europe,chickens,1849.366
1995,Europe,ducks,51.272
1995,Europe,geese and guinea fowls,24.132
1995,Europe,goats,20.240289
1995,Europe,horses,7.962136
1995,Europe,mules,0.248348
1995,Europe,pigs,213.474618
1995,Europe,rabbits and hares,31.208
1995,Europe,sheep,178.251905
1995,Europe,turkeys,105.148
1995,Northern America,asses,0.052
1995,Northern America,beehives,3.175982
1995,Northern America,cattle,115.4939
1995,Northern America,chickens,1747.0
1995,Northern America,ducks,7.0
1995,Northern America,geese and guinea fowls,0.28
1995,Northern America,goats,1.878
1995,Northern America,horses,5.51
1995,Northern America,mules,0.032
1995,Northern America,pigs,69.491
1995,Northern America,sheep,9.6063
1995,Northern America,turkeys,298.256
1995,Oceania,asses,0.009
1995,Oceania,beehives,0.801038
1995,Oceania,buffaloes,0.00013
1995,Oceania,cattle,35.778026
1995,Oceania,chickens,87.655
1995,Oceania,ducks,0.631
1995,Oceania,geese and guinea fowls,0.065
1995,Oceania,goats,2.195589
1995,Oceania,horses,0.385159
1995,Oceania,pigs,5.127263
1995,Oceania,rabbits and hares,0.0
1995,Oceania,sheep,169.692492
1995,Oceania,turkeys,1.133
1995,South America,asses,3.845025
1995,South America,beehives,3.6657
1995,South America,buffaloes,1.642672
1995,South America,"camelids, other",5.621707
1995,South America,cattle,293.001868
1995,South America,chickens,1253.284
1995,South America,ducks,10.257
1995,South America,geese and guinea fowls,0.302
1995,South America,goats,21.680124
1995,South America,horses,15.327983
1995,South America,mules,3.303544
1995,South America,pigs,55.427706
1995,South America,rabbits and hares,3.238
1995,South America,"rodents, other",22.915
1995,South America,sheep,83.109774
1995,South America,turkeys,19.267
1996,Africa,asses,13.913203
1996,Africa,beehives,14.395882
1996,Africa,buffaloes,2.906675
1996,Africa,camels,16.00267
1996,Africa,cattle,209.34535
1996,Africa,chickens,1048.861
1996,Africa,ducks,25.079
1996,Africa,geese and guinea fowls,18.229
1996,Africa,goats,212.866586
1996,Africa,horses,4.15965
1996,Africa,mules,0.95805
1996,Africa,pigs,19.740617
1996,Africa,rabbits and hares,20.281
1996,Africa,sheep,223.977096
1996,Africa,turkeys,9.386
1996,Asia,asses,19.668015
1996,Asia,beehives,25.779529
1996,Asia,buffaloes,155.073839
1996,Asia,camels,4.189206
1996,Asia,cattle,457.679669
1996,Asia,chickens,6871.485
1996,Asia,ducks,758.255
1996,Asia,geese and guinea fowls,193.312
1996,Asia,goats,443.479925
1996,Asia,horses,18.071174
1996,Asia,mules,6.15423
1996,Asia,pigs,538.706227
1996,Asia,rabbits and hares,159.091
1996,Asia,sheep,412.16373
1996,Asia,turkeys,13.226
1996,Europe,asses,0.810796
1996,Europe,beehives,15.85084
1996,Europe,buffaloes,0.205503
1996,Europe,camels,0.0108
1996,Europe,cattle,172.176994
1996,Europe,chickens,1856.705
1996,Europe,ducks,47.668
1996,Europe,geese and guinea fowls,23.448
1996,Europe,goats,19.434697
1996,Europe,horses,7.915584
1996,Europe,mules,0.242857
1996,Europe,pigs,208.154345
1996,Europe,rabbits and hares,29.636
1996,Europe,sheep,165.508581
1996,Europe,turkeys,108.634
1996,Northern America,asses,0.052
1996,Northern America,beehives,3.090648
1996,Northern America,cattle,116.9499
1996,Northern America,chickens,1803.0
1996,Northern America,ducks,7.75
1996,Northern America,geese and guinea fowls,0.3
1996,Northern America,goats,1.9285
1996,Northern America,horses,5.526
1996,Northern America,mules,0.032
1996,Northern America,pigs,67.7118
1996,Northern America,sheep,9.108
1996,Northern America,turkeys,308.413
1996,Oceania,asses,0.009
1996,Oceania,beehives,0.77181
1996,Oceania,buffaloes,0.00013
1996,Oceania,cattle,36.16351
1996,Oceania,chickens,96.916
1996,Oceania,ducks,0.653
1996,Oceania,geese and guinea fowls,0.065
1996,Oceania,goats,2.306679
1996,Oceania,horses,0.373894
1996,Oceania,pigs,5.050112
1996,Oceania,rabbits and hares,0.0
1996,Oceania,sheep,168.525092
1996,Oceania,turkeys,1.356
1996,South America,asses,3.715963
1996,South America,beehives,3.5461
1996,South America,buffaloes,1.046776
1996,South America,"camelids, other",5.62489
1996,South America,cattle,289.539459
1996,South America,chickens,1286.679
1996,South America,ducks,8.056
1996,South America,geese and guinea fowls,0.282
1996,South America,goats,17.721625
1996,South America,horses,14.657047
1996,South America,mules,2.595778
1996,South America,pigs,48.530302
1996,South America,rabbits and hares,3.062
1996,South America,"rodents, other",22.915
1996,South America,sheep,78.194047
1996,South America,turkeys,22.366
1997,Africa,asses,14.062929
1997,Africa,beehives,14.15842
1997,Africa,buffaloes,3.095946
1997,Africa,camels,16.327427
1997,Africa,cattle,215.89773
1997,Africa,chickens,1083.862
1997,Africa,ducks,25.428
1997,Africa,geese and guinea fowls,18.418
1997,Africa,goats,221.175178
1997,Africa,horses,4.201277
1997,Africa,mules,0.954805
1997,Africa,pigs,20.379662
1997,Africa,rabbits and hares,10.679
1997,Africa,sheep,231.935573
1997,Africa,turkeys,10.332
1997,Asia,asses,18.638648
1997,Asia,beehives,26.563613
1997,Asia,buffaloes,152.815109
1997,Asia,camels,4.065013
1997,Asia,cattle,437.113667
1997,Asia,chickens,7429.028
1997,Asia,ducks,846.19
1997,Asia,geese and guinea fowls,220.789
1997,Asia,goats,424.349185
1997,Asia,horses,16.595095
1997,Asia,mules,5.524159
1997,Asia,pigs,462.595708
1997,Asia,rabbits and hares,163.698
1997,Asia,sheep,394.444339
1997,Asia,turkeys,15.424
1997,Europe,asses,0.81315
1997,Europe,beehives,15.339291
1997,Europe,buffaloes,0.200146
1997,Europe,camels,0.011
1997,Europe,cattle,164.04697
1997,Europe,chickens,1755.003
1997,Europe,ducks,49.819
1997,Europe,geese and guinea fowls,22.296
1997,Europe,goats,19.381047
1997,Europe,horses,7.831081
1997,Europe,mules,0.240323
1997,Europe,pigs,203.259179
1997,Europe,rabbits and hares,28.819
1997,Europe,sheep,160.384721
1997,Europe,turkeys,108.807
1997,Northern America,asses,0.052
1997,Northern America,beehives,3.150988
1997,Northern America,cattle,115.0673
1997,Northern America,chickens,1844.0
1997,Northern America,ducks,8.35
1997,Northern America,geese and guinea fowls,0.3
1997,Northern America,goats,1.6785
1997,Northern America,horses,5.57
1997,Northern America,mules,0.032
1997,Northern America,pigs,72.6372
1997,Northern America,sheep,8.6518
1997,Northern America,turkeys,306.651
1997,Oceania,asses,0.009
1997,Oceania,beehives,0.792419
1997,Oceania,buffaloes,0.00013
1997,Oceania,cattle,36.693271
1997,Oceania,chickens,103.149
1997,Oceania,ducks,0.663
1997,Oceania,geese and guinea fowls,0.065
1997,Oceania,goats,2.338692
1997,Oceania,horses,0.381408
1997,Oceania,pigs,5.103792
1997,Oceania,rabbits and hares,0.0
1997,Oceania,sheep,166.321038
1997,Oceania,turkeys,1.345
1997,South America,asses,3.708577
1997,South America,beehives,3.5861
1997,South America,buffaloes,0.978502
1997,South America,"camelids, other",5.645742
1997,South America,cattle,292.156342
1997,South America,chickens,1350.665
1997,South America,ducks,8.062
1997,South America,geese and guinea fowls,0.285
1997,South America,goats,18.468491
1997,South America,horses,14.895701
1997,South America,mules,2.580657
1997,South America,pigs,48.992384
1997,South America,rabbits and hares,3.075
1997,South America,"rodents, other",22.915
1997,South America,sheep,75.346114
1997,South America,turkeys,23.069
1998,Africa,asses,14.31879
1998,Africa,beehives,14.057474
1998,Africa,buffaloes,3.149454
1998,Africa,camels,16.886234
1998,Africa,cattle,222.983784
1998,Africa,chickens,1152.33
1998,Africa,ducks,15.757
1998,Africa,geese and guinea fowls,9.523
1998,Africa,goats,228.3225
1998,Africa,horses,4.27713
1998,Africa,mules,0.96468
1998,Africa,pigs,20.568291
1998,Africa,rabbits and hares,10.519
1998,Africa,sheep,240.046262
1998,Africa,turkeys,9.892
1998,Asia,asses,18.709066
1998,Asia,beehives,27.030317
1998,Asia,buffaloes,156.27772
1998,Asia,camels,3.964511
1998,Asia,cattle,441.373043
1998,Asia,chickens,6316.548
1998,Asia,ducks,708.767
1998,Asia,geese and guinea fowls,185.516
1998,Asia,goats,438.856031
1998,Asia,horses,16.614804
1998,Asia,mules,5.517156
1998,Asia,pigs,498.431749
1998,Asia,rabbits and hares,171.766
1998,Asia,sheep,400.965791
1998,Asia,turkeys,13.439
1998,Europe,asses,0.739764
1998,Europe,beehives,15.277867
1998,Europe,buffaloes,0.206955
1998,Europe,camels,0.011
1998,Europe,cattle,155.715173
1998,Europe,chickens,1745.946
1998,Europe,ducks,51.002
1998,Europe,geese and guinea fowls,21.516
1998,Europe,goats,19.221377
1998,Europe,horses,7.484885
1998,Europe,mules,0.232292
1998,Europe,pigs,200.840998
1998,Europe,rabbits and hares,28.18
1998,Europe,sheep,156.729415
1998,Europe,turkeys,109.275
1998,Northern America,asses,0.052
1998,Northern America,beehives,3.200614
1998,Northern America,cattle,113.1039
1998,Northern America,chickens,1866.0
1998,Northern America,ducks,7.74
1998,Northern America,geese and guinea fowls,0.3
1998,Northern America,goats,1.429
1998,Northern America,horses,5.617
1998,Northern America,mules,0.032
1998,Northern America,pigs,74.1888
1998,Northern America,sheep,8.487
1998,Northern America,turkeys,291.303
1998,Oceania,asses,0.009
1998,Oceania,beehives,0.714863
1998,Oceania,buffaloes,0.00013
1998,Oceania,cattle,36.473905
1998,Oceania,chickens,111.407
1998,Oceania,ducks,0.729
1998,Oceania,geese and guinea fowls,0.065
1998,Oceania,goats,2.245779
1998,Oceania,horses,0.371807
1998,Oceania,pigs,5.310146
1998,Oceania,rabbits and hares,0.0
1998,Oceania,sheep,161.90742
1998,Oceania,turkeys,1.395
1998,South America,asses,3.67912
1998,South America,beehives,3.9281
1998,South America,buffaloes,1.017786
1998,South America,"camelids, other",5.657371
1998,South America,cattle,292.020319
1998,South America,chickens,1396.61
1998,South America,ducks,7.782
1998,South America,geese and guinea fowls,0.285
1998,South America,goats,18.677248
1998,South America,horses,14.93509
1998,South America,mules,2.554562
1998,South America,pigs,49.234343
1998,South America,rabbits and hares,3.093
1998,South America,"rodents, other",18.915
1998,South America,sheep,74.091494
1998,South America,turkeys,25.272
1999,Africa,asses,14.593514
1999,Africa,beehives,14.42962
1999,Africa,buffaloes,3.329725
1999,Africa,camels,17.71164
1999,Africa,cattle,232.455405
1999,Africa,chickens,1191.537
1999,Africa,ducks,15.994
1999,Africa,geese and guinea fowls,16.219
1999,Africa,goats,235.477042
1999,Africa,horses,4.309653
1999,Africa,mules,0.940785
1999,Africa,pigs,20.520281
1999,Africa,rabbits and hares,11.104
1999,Africa,sheep,249.13296
1999,Africa,turkeys,10.522
1999,Asia,asses,18.932014
1999,Asia,beehives,26.193849
1999,Asia,buffaloes,157.615193
1999,Asia,camels,3.844115
1999,Asia,cattle,440.873061
1999,Asia,chickens,6605.801
1999,Asia,ducks,769.035
1999,Asia,geese and guinea fowls,193.541
1999,Asia,goats,449.362975
1999,Asia,horses,16.678359
1999,Asia,mules,5.491425
1999,Asia,pigs,518.521683
1999,Asia,rabbits and hares,181.375
1999,Asia,sheep,408.439918
1999,Asia,turkeys,13.865
1999,Europe,asses,0.741717
1999,Europe,beehives,15.164665
1999,Europe,buffaloes,0.24939
1999,Europe,camels,0.011
1999,Europe,cattle,150.410319
1999,Europe,chickens,1738.928
1999,Europe,ducks,54.245
1999,Europe,geese and guinea fowls,21.731
1999,Europe,goats,19.047944
1999,Europe,horses,7.184607
1999,Europe,mules,0.231739
1999,Europe,pigs,205.223514
1999,Europe,rabbits and hares,28.655
1999,Europe,sheep,151.531871
1999,Europe,turkeys,108.159
1999,Northern America,asses,0.052
1999,Northern America,beehives,3.240824
1999,Northern America,cattle,112.3263
1999,Northern America,chickens,1940.0
1999,Northern America,ducks,7.74
1999,Northern America,geese and guinea fowls,0.3
1999,Northern America,goats,2.28
1999,Northern America,horses,5.55
1999,Northern America,mules,0.032
1999,Northern America,pigs,71.7647
1999,Northern America,sheep,7.932
1999,Northern America,turkeys,275.392
1999,Oceania,asses,0.009
1999,Oceania,beehives,0.679509
1999,Oceania,buffaloes,0.00013
1999,Oceania,cattle,36.290538
1999,Oceania,chickens,114.638
1999,Oceania,ducks,0.685
1999,Oceania,geese and guinea fowls,0.065
1999,Oceania,goats,2.057351
1999,Oceania,horses,0.366126
1999,Oceania,pigs,5.210674
1999,Oceania,rabbits and hares,0.0
1999,Oceania,sheep,161.152228
1999,Oceania,turkeys,1.459
1999,South America,asses,3.673771
1999,South America,beehives,4.8281
1999,South America,buffaloes,1.068707
1999,South America,"camelids, other",6.096912
1999,South America,cattle,293.735415
1999,South America,chickens,1468.662
1999,South America,ducks,7.647
1999,South America,geese and guinea fowls,0.295
1999,South America,goats,19.262481
1999,South America,horses,15.266851
1999,South America,mules,2.592921
1999,South America,pigs,47.007745
1999,South America,rabbits and hares,3.197
1999,South America,"rodents, other",14.92
1999,South America,sheep,74.017053
1999,South America,turkeys,27.671
2000,Africa,asses,14.84563
2000,Africa,beehives,15.915322
2000,Africa,buffaloes,3.530025
2000,Africa,camels,18.090016
2000,Africa,cattle,232.231564
2000,Africa,chickens,1196.957
2000,Africa,ducks,17.095
2000,Africa,geese and guinea fowls,19.356
2000,Africa,goats,243.617302
2000,Africa,horses,4.290445
2000,Africa,mules,0.899777
2000,Africa,pigs,21.666178
2000,Africa,rabbits and hares,11.373
2000,Africa,sheep,253.035938
2000,Africa,turkeys,11.15
2000,Asia,asses,18.601919
2000,Asia,beehives,26.818529
2000,Asia,buffaloes,159.383735
2000,Asia,camels,3.74236
2000,Asia,cattle,441.780584
2000,Asia,chickens,7199.62
2000,Asia,ducks,834.305
2000,Asia,geese and guinea fowls,207.989
2000,Asia,goats,458.818501
2000,Asia,horses,16.689251
2000,Asia,mules,5.424225
2000,Asia,pigs,529.107527
2000,Asia,rabbits and hares,197.626
2000,Asia,sheep,413.523701
2000,Asia,turkeys,13.818
2000,Europe,asses,0.717726
2000,Europe,beehives,15.143656
2000,Europe,buffaloes,0.232499
2000,Europe,camels,0.01
2000,Europe,cattle,147.908915
2000,Europe,chickens,1709.843
2000,Europe,ducks,55.928
2000,Europe,geese and guinea fowls,21.912
2000,Europe,goats,18.93655
2000,Europe,horses,7.106301
2000,Europe,mules,0.226915
2000,Europe,pigs,200.40435
2000,Europe,rabbits and hares,28.399
2000,Europe,sheep,148.939285
2000,Europe,turkeys,108.131
2000,Northern America,asses,0.052
2000,Northern America,beehives,3.221863
2000,Northern America,cattle,111.4003
2000,Northern America,chickens,2018.0
2000,Northern America,ducks,7.75
2000,Northern America,geese and guinea fowls,0.3
2000,Northern America,goats,2.33
2000,Northern America,horses,5.625
2000,Northern America,mules,0.032
2000,Northern America,pigs,72.0147
2000,Northern America,sheep,7.825
2000,Northern America,turkeys,275.866
2000,Oceania,asses,0.009
2000,Oceania,beehives,0.796148
2000,Oceania,buffaloes,0.00013
2000,Oceania,cattle,37.352443
2000,Oceania,chickens,108.32
2000,Oceania,ducks,0.818
2000,Oceania,geese and guinea fowls,0.065
2000,Oceania,goats,2.388096
2000,Oceania,horses,0.369437
2000,Oceania,pigs,5.090804
2000,Oceania,rabbits and hares,0.0
2000,Oceania,sheep,160.82834
2000,Oceania,turkeys,1.493
2000,South America,asses,3.572437
2000,South America,beehives,4.9361
2000,South America,buffaloes,1.102976
2000,South America,"camelids, other",6.241029
2000,South America,cattle,298.858295
2000,South America,chickens,1557.751
2000,South America,ducks,7.557
2000,South America,geese and guinea fowls,0.3
2000,South America,goats,20.10575
2000,South America,horses,15.200887
2000,South America,mules,2.562596
2000,South America,pigs,48.172527
2000,South America,rabbits and hares,3.228
2000,South America,"rodents, other",15.42
2000,South America,sheep,72.156555
2000,South America,turkeys,33.061
2001,Africa,asses,15.339056
2001,Africa,beehives,16.667411
2001,Africa,buffaloes,3.532269
2001,Africa,camels,18.688523
2001,Africa,cattle,236.235169
2001,Africa,chickens,1270.602
2001,Africa,ducks,17.624
2001,Africa,geese and guinea fowls,15.613
2001,Africa,goats,254.723036
2001,Africa,horses,4.579002
2001,Africa,mules,0.939882
2001,Africa,pigs,21.350445
2001,Africa,rabbits and hares,11.193
2001,Africa,sheep,258.537998
2001,Africa,turkeys,12.004
2001,Asia,asses,18.436071
2001,Asia,beehives,27.051227
2001,Asia,buffaloes,161.388335
2001,Asia,camels,3.657965
2001,Asia,cattle,435.392949
2001,Asia,chickens,7550.969
2001,Asia,ducks,873.905
2001,Asia,geese and guinea fowls,212.762
2001,Asia,goats,460.342979
2001,Asia,horses,15.984492
2001,Asia,mules,5.25405
2001,Asia,pigs,517.679737
2001,Asia,rabbits and hares,210.583
2001,Asia,sheep,407.377725
2001,Asia,turkeys,13.431
2001,Europe,asses,0.691657
2001,Europe,beehives,15.363182
2001,Europe,buffaloes,0.23488
2001,Europe,camels,0.005944
2001,Europe,cattle,143.456033
2001,Europe,chickens,1702.956
2001,Europe,ducks,55.894
2001,Europe,geese and guinea fowls,22.034
2001,Europe,goats,18.579496
2001,Europe,horses,7.048679
2001,Europe,mules,0.220481
2001,Europe,pigs,191.837682
2001,Europe,rabbits and hares,28.434
2001,Europe,sheep,137.868023
