Country Group,year,kg,Percentage,Per Capita
Asia,1988,1437510800000.0,31.285206202237365,472.2880846964697
Europe,1988,679415000000.0,14.786419950300964,2050.2038389928452
North America,1988,862298700000.0,18.766601709998433,2085.8701015965166
Oceania,1988,89833200000.0,1.955081092821584,3454.857318667795
South America,1988,25507000000.0,0.5551205282078358,89.59695945708606
Africa,1989,140774800000.0,3.056015414800274,233.01106504125596
Asia,1989,1446397800000.0,31.399184887729938,465.9884308144339
Europe,1989,677698000000.0,14.71183432389402,1830.0483099614655
North America,1989,872478000000.0,18.94022379768335,2082.9326521355074
Oceania,1989,98060000000.0,2.128739458875558,3708.6343179153587
South America,1989,26903000000.0,0.5840248588836339,92.71876949375682
Africa,1990,145323900000.0,3.214189740480827,233.49143228978383
Asia,1990,1476348000000.0,32.65300886488313,466.9438360388712
Europe,1990,618265000000.0,13.67442671094279,1664.6159562323649
North America,1990,877801300000.0,19.414700077831196,2066.868926609544
Oceania,1990,97655000000.0,2.159876655571831,3631.1073101807096
South America,1990,26310000000.0,0.581909321674209,89.00330506381783
Africa,1991,142364400000.0,3.22498684990864,222.62908757109415
Asia,1991,1508998600000.0,34.18340990816909,469.08937513133895
Europe,1991,976200000000.0,22.113900405444156,2109.872439386015
North America,1991,874607100000.0,19.812512091061603,2029.0813296337196
Oceania,1991,101219000000.0,2.2929183416704078,3705.077052600754
South America,1991,26298000000.0,0.5957297202032068,87.36064419256681
Africa,1992,140407900000.0,3.2583188624001633,213.76987232384008
Asia,1992,1663029800000.0,38.59242511335596,498.20905591824607
Europe,1992,1363123000000.0,31.632759856614186,1948.8135898539308
North America,1992,883840800000.0,20.510492287106715,2019.75050217208
Oceania,1992,104157000000.0,2.417077085769489,3767.116351405114
South America,1992,25790000000.0,0.5984851526253168,84.16415109733214
Africa,1993,144652400000.0,3.3532407206716837,214.5038688649056
Asia,1993,1731949500000.0,40.14896116170186,510.7937825264503
Europe,1993,1357280000000.0,31.463609074949765,1893.7804170201366
North America,1993,914949500000.0,21.209782352440726,2060.7388438053927
Oceania,1993,102065000000.0,2.3660064689929476,3646.0900939520593
South America,1993,26053000000.0,0.6039442172799026,83.55971506371296
Africa,1994,146973100000.0,3.3859121197293347,211.7127382204232
Asia,1994,1824600900000.0,42.03448318759727,530.0168131963258
Europe,1994,1280496000000.0,29.499594998438045,1784.4346090814836
North America,1994,925282300000.0,21.316312670420874,2055.452061489248
Oceania,1994,102680000000.0,2.3655040034796033,3620.975420531086
South America,1994,26944000000.0,0.6207259434140479,84.96093134132575
Africa,1995,155981000000.0,3.493596979731085,219.11475285480896
Asia,1995,1944035800000.0,43.54169802327914,556.4028076072373
Europe,1995,1254966000000.0,28.108201814741545,1748.2920604493581
North America,1995,936484500000.0,20.974986830222754,2052.609256949726
Oceania,1995,104850000000.0,2.348386299131332,3645.3082084622606
South America,1995,27848000000.0,0.6237278174364266,86.35975997395066
Africa,1996,161406500000.0,3.541557871640153,221.11024655402463
Asia,1996,2012788100000.0,44.16430279758639,567.8022779364576
Europe,1996,1223577700000.0,26.84756335710367,1704.4558206917686
North America,1996,978208500000.0,21.463708173340642,2116.0977350898825
Oceania,1996,112218000000.0,2.46227098189797,3843.872028499007
South America,1996,28762000000.0,0.6310916072408117,87.7438643054348
Africa,1997,167066500000.0,3.7195593430978535,223.29958886459264
Asia,1997,1966520500000.0,43.78250396799156,546.5781755680296
Europe,1997,1163057000000.0,25.894236911082473,1620.3146572080964
North America,1997,1003227400000.0,22.335799510504902,2141.9228527446908
Oceania,1997,117845000000.0,2.6236945814233645,3980.3087107778565
South America,1997,30855000000.0,0.6869540184973305,92.62789434025703
Africa,1998,170516300000.0,3.8172955087822973,222.44380406465777
Asia,1998,1967695600000.0,44.05019095846372,539.4766048073485
Europe,1998,1117323800000.0,25.013181282936415,1558.3599144754369
North America,1998,1009122900000.0,22.59092130183078,2127.3131449411317
Oceania,1998,127963000000.0,2.8646679830040247,4265.717714514301
South America,1998,30143000000.0,0.6748019897289865,89.08479946093397
Africa,1999,163728300000.0,3.653014666427189,208.50122825091722
Asia,1999,2036967300000.0,45.4476802234714,551.0808473200186
Europe,1999,1075841500000.0,24.003576524345686,1501.0645734241732
North America,1999,1010577700000.0,22.547446957332706,2104.0069871395826
Oceania,1999,130219000000.0,2.9053738226530306,4284.647275598842
South America,1999,31417800000.0,0.7009764603118469,91.45896284910835
Africa,2000,169987900000.0,3.606229037301669,211.32417695805788
Asia,2000,2178931900000.0,46.22521654825371,581.9108209151535
Europe,2000,1110191300000.0,23.552288739490802,1549.34987363112
North America,2000,1055792000000.0,22.398228154773392,2171.468765618219
Oceania,2000,130446000000.0,2.767362576982559,4236.360093530787
South America,2000,31061000000.0,0.6589473728872887,89.11643867058392
Africa,2001,169347000000.0,3.5447011796413532,205.50698080808695
Asia,2001,2255893300000.0,47.21942308783164,594.8279426259204
Europe,2001,1119429000000.0,23.43142362619202,1562.9440780977086
North America,2001,1035848300000.0,21.68194707281198,2106.1018803168563
Oceania,2001,130941000000.0,2.7408027137381734,4195.616649043545
South America,2001,29449100000.0,0.61641634932639,83.32135581711182
Africa,2002,174209500000.0,3.557486313511808,206.36950446773906
Asia,2002,2373671200000.0,48.47211436102595,618.1454733712709
Europe,2002,1107571000000.0,22.6174156618473,1545.9023303594358
North America,2002,1042811000000.0,21.294968759336104,2097.0635788864042
Oceania,2002,133065000000.0,2.7172853162855573,4207.455890722823
South America,2002,27058000000.0,0.5525442910461399,75.53374424940819
Africa,2003,183354300000.0,3.468598896733331,212.01048522494438
Asia,2003,2685597000000.0,50.804692288483785,690.7559588570723
Europe,2003,1141480000000.0,21.59391008906343,1591.682667436377
North America,2003,1072766400000.0,20.294022837166008,2134.8245202066437
Oceania,2003,134711000000.0,2.548390880267568,4200.399114464782
South America,2003,27746500000.0,0.5248934946614907,76.45959806112579
Africa,2004,184575500000.0,3.2205991458521335,208.296280413488
Asia,2004,3129268400000.0,54.60160821009329,795.314931932574
Europe,2004,1122897300000.0,19.593077549618812,1563.6341736140798
North America,2004,1082979400000.0,18.896562819092765,2132.189187646062
Oceania,2004,140062000000.0,2.4438972537868873,4308.539436446413
South America,2004,29869700000.0,0.521186887245921,81.29136729806227
Africa,2005,189141800000.0,3.1020918665742525,208.28690769456097
Asia,2005,3497687200000.0,57.36514622860135,878.5304673632411
Europe,2005,1096390200000.0,17.98176353408775,1524.2884551217885
North America,2005,1104015500000.0,18.106825160392397,2150.2746236098396
Oceania,2005,142674000000.0,2.339979079038134,4327.388535031847
South America,2005,30676100000.0,0.503115019039781,82.49212756173578
Africa,2006,192872100000.0,2.9975330883672826,207.2180100540521
Asia,2006,3816509000000.0,59.314499139852416,947.443744962101
Europe,2006,1155252200000.0,17.954420027101367,1585.6695005751087
North America,2006,1092910700000.0,16.985535937445846,2105.046553643588
Oceania,2006,145255000000.0,2.2574891275139826,4338.042049934297
South America,2006,31564000000.0,0.49055376283674473,83.91110165886856
Africa,2007,198628500000.0,2.944678672095997,208.16866159210457
Asia,2007,4105897500000.0,60.8701611201931,1007.6239971669991
Europe,2007,1156332300000.0,17.142691314014407,1583.851955138917
North America,2007,1106222600000.0,16.399812196188268,2107.1107343879466
Oceania,2007,145032000000.0,2.150107548370081,4253.262559019326
South America,2007,33226900000.0,0.492590659295451,87.36196415800765
Africa,2008,197202800000.0,2.8644965653401706,201.56939786597053
Asia,2008,4276982800000.0,62.12590561908342,1037.8058894811145
Europe,2008,1128554100000.0,16.392968777576016,1542.3726937269373
North America,2008,1095916600000.0,15.918888254118487,2064.4562494113216
Oceania,2008,144940000000.0,2.1053460304843763,4170.095232615013
South America,2008,33351600000.0,0.48445328184285025,86.7562020555161
Africa,2009,196868800000.0,2.8353579807093086,196.21559827334804
Asia,2009,4554852200000.0,65.60021972105967,1093.0033755823042
Europe,2009,1029539200000.0,14.82770346125479,1404.9101069164797
North America,2009,975316400000.0,14.04677195399511,1817.7278132093827
Oceania,2009,147973000000.0,2.1311473757116337,4177.314174406459
South America,2009,30315500000.0,0.43661207293483295,78.03458536685818
Africa,2010,200206600000.0,2.6789197110608702,194.52623928659222
Asia,2010,5011019400000.0,67.05132919278594,1189.359039782019
Europe,2010,1053035000000.0,14.090425679957521,1434.9673429730499
North America,2010,1027525800000.0,13.749092783372724,1895.4368618625542
Oceania,2010,136741000000.0,1.8297007202068987,3798.5721428968277
South America,2010,36336000000.0,0.48620388449285784,92.5673059286282
Africa,2011,189026900000.0,2.392743752346517,179.00494987154198
Asia,2011,5443980000000.0,68.91108690297196,1278.420238753606
Europe,2011,1100978000000.0,13.936419795124205,1497.9088719881363
North America,2011,986190100000.0,12.48340950627126,1801.4150986477378
Oceania,2011,132129000000.0,1.6725177170751515,3615.218343000985
South America,2011,39510700000.0,0.5001350631885596,99.62731822938336
Africa,2012,196465000000.0,2.417640078594068,179.6246501723881
Asia,2012,5744076300000.0,70.6849010123041,1334.7235667132172
Europe,2012,1127138000000.0,13.87022626374347,1530.7740259316954
North America,2012,876477900000.0,10.785677342233802,1585.24052313352
Oceania,2012,131763000000.0,1.6214364374101757,3546.6878415116685
South America,2012,41814000000.0,0.5145506947615727,104.37374256773285
Africa,2013,196124500000.0,2.395515851606987,174.72800715573706
Asia,2013,5837635500000.0,71.30240421851263,1342.4604342686837
Europe,2013,1070200500000.0,13.071708339079125,1449.4212881451424
North America,2013,907620200000.0,11.085910104748281,1625.9155424106223
Oceania,2013,120566000000.0,1.472624604089994,3193.547532646412
South America,2013,46806100000.0,0.5717019265920464,115.68430210429014
Africa,2014,197813700000.0,2.4472352981201633,171.74011564306923
Asia,2014,5803479400000.0,71.79724983453232,1321.1374547838618
Europe,2014,1010530000000.0,12.501685605240528,1365.1217360644864
North America,2014,899737300000.0,11.131023177845268,1596.3941121989476
Oceania,2014,115389000000.0,1.4275251603644619,3009.3889367029183
South America,2014,49018300000.0,0.6064257127481241,119.99642593109391
Africa,2015,196332200000.0,2.5232274278546636,166.134441053101
Asia,2015,5598570700000.0,71.95186091238973,1262.144638122892
Europe,2015,1015013000000.0,13.044771266399732,1372.3698834244178
North America,2015,793364300000.0,10.196180565596045,1394.6393445216545
Oceania,2015,120472000000.0,1.5482852771400057,3091.641645494906
South America,2015,49026000000.0,0.6300736602452514,118.90510099148217
Africa,2016,199010100000.0,2.7059592805069865,164.1482868407595
Asia,2016,5296633400000.0,72.01882871358424,1182.618436370635
Europe,2016,953693000000.0,12.967454536752404,1286.7919691286397
North America,2016,727302500000.0,9.889201350137167,1266.7134012000035
Oceania,2016,121316000000.0,1.6495452043589023,3060.443995963673
South America,2016,47770900000.0,0.6495454763008068,114.82174962263606
Africa,2017,200265200000.0,2.643662759975092,161.0415885979147
Asia,2017,5540441700000.0,73.13831557406425,1225.433390618883
Europe,2017,947902000000.0,12.51307375173475,1276.9022489543272
North America,2017,713809900000.0,9.42286852798961,1232.3917010671487
Oceania,2017,117792000000.0,1.5549497557388208,2919.473566807941
South America,2017,47517000000.0,0.627262866268011,113.21010950052892
Africa,2018,193828900000.0,2.4832266268794694,151.94675287719
Asia,2018,5834546800000.0,74.7489253126567,1278.7030423661636
Europe,2018,934494000000.0,11.972210457053118,1256.846123119258
North America,2018,678123600000.0,8.68773737990239,1161.210315421761
Oceania,2018,109271000000.0,1.399918468018683,2663.327483669689
South America,2018,47567400000.0,0.6094067203158378,112.38234293490588
Africa,2019,213001100000.0,2.717619602076199,162.88111498812046
Asia,2019,6065040600000.0,77.3821037635392,1317.4906630398443
Europe,2019,814282000000.0,10.389189186430547,1094.0062769376284
North America,2019,585199900000.0,7.466396743364384,994.3433543631664
Oceania,2019,105476000000.0,1.3457378630842243,2529.46113815679
South America,2019,46723100000.0,0.5961265572326455,109.43587581538605
