Country Group,year,kg,Percentage,Per Capita
Europe,1990,503056000000.0,14.902265499482107,1354.4273806190363
North America,1990,1008827000000.0,29.88495872635658,2375.7117760372266
Oceania,1990,207141000000.0,6.136235683160967,7702.986129188204
South America,1990,29808000000.0,0.8830164633928681,100.80555161008867
Africa,1991,186084000000.0,4.984807085710238,290.9972320828186
Asia,1991,1475246100000.0,39.5188044777971,458.5970266731492
Europe,1991,838336000000.0,22.45729473251853,1811.905369130418
North America,1991,981139000000.0,26.28269297342414,2276.498540555842
Oceania,1991,222296000000.0,5.954851980423052,8136.749633967789
South America,1991,29922000000.0,0.8015487501269414,99.36902231668438
Africa,1992,182336000000.0,4.225598614110444,277.60505954465316
Asia,1992,1655285600000.0,38.36089712024491,495.8890550554581
Europe,1992,1238376000000.0,28.69910445193289,1771.3505951819016
North America,1992,976675000000.0,22.634238583912765,2232.134694847698
Oceania,1992,231357000000.0,5.361650022841074,8367.039166757078
South America,1992,31004000000.0,0.7185112069579249,101.14903529319649
Africa,1993,195972000000.0,4.5537081589199815,290.6052868061178
Asia,1993,1683781600000.0,39.12523222582481,496.5879042157052
Europe,1993,1229883000000.0,28.578206333644516,1716.9223681822623
North America,1993,933292000000.0,21.68646232653005,2102.2126016708826
Oceania,1993,229402000000.0,5.330505169476055,8192.92857142857
South America,1993,31239000000.0,0.7258857856045827,100.16095521469245
Africa,1994,203839000000.0,4.647665804193317,293.6272885726221
Asia,1994,1770283000000.0,40.36363876807067,514.2383488441944
Europe,1994,1130299000000.0,25.77157467812294,1576.0039487278877
North America,1994,1019300000000.0,23.240723091333102,2264.5122734210286
Oceania,1994,228435000000.0,5.2084710873822,8053.978775164827
South America,1994,33680000000.0,0.7679265708977718,106.16735227827951
Africa,1995,213196000000.0,4.786184638842817,299.48810734574386
Asia,1995,1836024000000.0,41.2181741934499,525.4887324782137
Europe,1995,1101875000000.0,24.7367549059313,1535.9369162916994
North America,1995,1021399000000.0,22.93009345357987,2238.9182861977806
Oceania,1995,245384000000.0,5.508795340521425,8529.755283648497
South America,1995,36526000000.0,0.8199974676746878,113.23644300045882
Africa,1996,212739000000.0,4.667722178608242,291.42967517096264
Asia,1996,1935154000000.0,42.45935745125461,545.9019006311929
Europe,1996,1068326000000.0,23.440220007538954,1489.0660912931548
North America,1996,1051272000000.0,23.06603692858312,2274.3482681781798
Oceania,1996,250760000000.0,5.501943759761035,8587.377144618335
South America,1996,39411000000.0,0.8647196742540364,120.19616394572553
Africa,1997,226004000000.0,4.953363917841629,302.0749239479692
Asia,1997,1912690700000.0,41.92073193116603,531.6166260315808
Europe,1997,1033367000000.0,22.64846114090127,1440.4736680699211
North America,1997,1077848000000.0,23.623357958787295,2301.426957823286
Oceania,1997,268025000000.0,5.874344542926242,9051.22923139268
South America,1997,44702000000.0,0.9797405083775353,134.16127444507137
Africa,1998,229319500000.0,5.055286530239914,299.15440298789787
Asia,1998,1902995000000.0,41.95101153898341,521.7378549636236
Europe,1998,965661000000.0,21.287736307108666,1347.5799935527896
North America,1998,1100181000000.0,24.253193427187302,2319.4226009520717
Oceania,1998,290477000000.0,6.40348712361792,9681.275829889348
South America,1998,47598000000.0,1.0492850728627936,140.63649552219402
Africa,1999,230013800000.0,5.121269050924136,292.9130749825218
Asia,1999,1891645000000.0,42.117572918822205,511.76537268353627
Europe,1999,947842000000.0,21.10375073046067,1323.1622707462595
North America,1999,1081100000000.0,24.070746933245236,2250.992656321248
Oceania,1999,294508000000.0,6.557235720854859,9688.40055266794
South America,1999,46235000000.0,1.0294246456928993,134.5617103758182
Africa,2000,230578800000.0,4.991165301380242,286.64907992849277
Asia,2000,2019475000000.0,43.714051539017746,539.2172961796135
Europe,2000,951561000000.0,20.597722970831164,1328.5541956723882
North America,2000,1054471000000.0,22.825338090543127,2168.9258122639726
Oceania,2000,310179000000.0,6.71421076879931,10072.381880175353
South America,2000,53474000000.0,1.1575113294284083,153.38852268098606
Africa,2001,229587000000.0,4.745951139568218,278.60944656002215
Asia,2001,2144552000000.0,44.33151270874789,565.3326247405386
Europe,2001,968124000000.0,20.012758566658135,1352.1813702211819
North America,2001,1104722000000.0,22.836469986567536,2246.365259403557
Oceania,2001,333088000000.0,6.885491657526335,10671.109117703594
South America,2001,57461000000.0,1.187815940931888,162.54465940046788
Africa,2002,226207000000.0,4.63033866952093,267.9660207803469
Asia,2002,2232276000000.0,45.69351913885735,581.160088506611
Europe,2002,955359000000.0,19.555697750179466,1333.853177705797
North America,2002,1070209000000.0,21.906617024094416,2152.385262057037
Oceania,2002,344357000000.0,7.048807212951938,10886.693433656856
South America,2002,56915000000.0,1.1650202043959017,158.85398495611037
Africa,2003,244219000000.0,4.6627234525143715,282.3876434375997
Asia,2003,2562610000000.0,48.926339665004996,658.912785290561
Europe,2003,974880000000.0,18.61278540730742,1359.7183711497798
North America,2003,1046397000000.0,19.9782155874059,2082.522996580863
Oceania,2003,346841000000.0,6.6220223037254975,10813.100137174211
South America,2003,62743000000.0,1.19791358404182,172.87144644106837
Africa,2004,251929000000.0,4.467923417364016,284.3060582156573
Asia,2004,2911773000000.0,51.639861916445795,739.7752147852757
Europe,2004,964719000000.0,17.1091482571518,1343.7077357431476
North America,2004,1087996000000.0,19.295447552280127,2142.2431021684383
Oceania,2004,355459000000.0,6.304012598838544,10932.8268692523
South America,2004,66739000000.0,1.1836062579197197,181.6056860792285
Africa,2005,250578000000.0,4.175793824191945,275.94173660337214
Asia,2005,3229219300000.0,53.81379853738729,810.8256326031711
Europe,2005,966078000000.0,16.09934849064046,1343.4543178973718
North America,2005,1105798000000.0,18.427732918308084,2153.9267647992647
Oceania,2005,375857000000.0,6.263524089821579,11397.204196737219
South America,2005,73197000000.0,1.2198021396506387,196.80527846937295
Africa,2006,250116800000.0,3.9389218044725824,268.72059555056086
Asia,2006,3506810000000.0,55.226399718621444,870.264284820895
Europe,2006,996935000000.0,15.700060968083207,1368.7074138804492
North America,2006,1136365000000.0,17.895850563974456,2188.933257053479
Oceania,2006,380327000000.0,5.989514951133406,11355.417549935808
South America,2006,79326000000.0,1.2492519937149047,210.8438698565509
Africa,2007,252673000000.0,3.8140846388572522,264.8089283786659
Asia,2007,3770256000000.0,56.9118010003419,924.9951054643626
Europe,2007,1001861000000.0,15.123035110083649,1372.6078783826738
North America,2007,1125791000000.0,16.993751448171135,2144.559883570307
Oceania,2007,395874000000.0,5.975695631598849,11609.208211143696
South America,2007,78280000000.0,1.1816321709472153,205.77473082099596
Africa,2008,256877500000.0,3.7613548799215155,262.5654554616661
Asia,2008,3942498000000.0,57.72842732968366,956.4250813719837
Europe,2008,1000793000000.0,14.654213134047525,1368.1025373230223
North America,2008,1146161000000.0,16.78277883631585,2159.3207949555103
Oceania,2008,397083000000.0,5.81432815168271,11422.575727066134
South America,2008,85975000000.0,1.2588976683487356,223.59452086145333
Africa,2009,253702000000.0,3.6635588514970725,252.86022829998933
Asia,2009,4186127000000.0,60.4493564273868,1004.329088456252
Europe,2009,937112000000.0,13.532273937312771,1279.0997960782602
North America,2009,1052537000000.0,15.19905733056174,1961.8400574085983
Oceania,2009,412411000000.0,5.955380602063678,11640.492252109854
South America,2009,83126000000.0,1.2003728511779397,213.9285429357463
Africa,2010,258517000000.0,3.4966695905107845,251.18222776697652
Asia,2010,4611591000000.0,62.37582059815494,1094.219153665532
Europe,2010,942585000000.0,12.749290398587357,1284.7761283542582
North America,2010,1066915000000.0,14.430962900543538,1968.3325953804147
Oceania,2010,429744000000.0,5.812665227062308,11937.333333333334
South America,2010,83883000000.0,1.1345912851410782,213.6536835348894
Africa,2011,255769000000.0,3.251249874472307,242.20847415735233
Asia,2011,5034459000000.0,63.9963568367784,1181.7357491061503
Europe,2011,977140000000.0,12.421076449225161,1329.7515476389744
North America,2011,1080569000000.0,13.735831260272615,1974.630225903009
Oceania,2011,423896000000.0,5.388423995047535,11597.067191945722
South America,2011,94957000000.0,1.2070615842039765,239.3968501276941
Africa,2012,266870000000.0,3.272556352483517,243.99453624855315
Asia,2012,5316714000000.0,65.19746009307171,1234.8099981094801
Europe,2012,1016193000000.0,12.46130646943936,1380.438178711057
North America,2012,1004364000000.0,12.316250565465413,1817.998175420305
Oceania,2012,451970000000.0,5.542388783422547,12164.446238729646
South America,2012,98676000000.0,1.2100377361174486,246.278714546707
Africa,2013,267941200000.0,3.267363948325689,238.70975788805976
Asia,2013,5385030000000.0,65.6668436308126,1237.9962733875964
Europe,2013,993662000000.0,12.117044320250864,1346.0916872916337
North America,2013,977528000000.0,11.92030096782023,1753.1964653702053
Oceania,2013,477381000000.0,5.821342402794589,12643.509812749953
South America,2013,98989000000.0,1.2071047299960276,244.6317142186361
Africa,2014,277156000000.0,3.4059042095892655,240.62440311854283
Asia,2014,5304224000000.0,65.18234802856301,1207.1405813328963
Europe,2014,955103000000.0,11.737033758213194,1290.56288146884
North America,2014,991634000000.0,12.185954534528719,1762.1342488440612
Oceania,2014,508208000000.0,6.245247321172702,13253.566305906897
South America,2014,101191000000.0,1.243512147933104,247.679632657457
Africa,2015,266103000000.0,3.364384528759474,225.17363814217342
Asia,2015,5192257000000.0,65.64656963710699,1170.0127856778774
Europe,2015,958996000000.0,12.124746077805288,1296.9290107595518
North America,2015,886299000000.0,11.205625804500487,1560.910446998903
Oceania,2015,507894000000.0,6.421388394154761,13036.29363449692
South America,2015,97862000000.0,1.237285557673005,237.30219159347615
Africa,2016,266078000000.0,3.598626755439231,219.46731266821237
Asia,2016,4855124000000.0,65.6641252842217,1083.2344577116514
Europe,2016,930764000000.0,12.588309568621384,1256.1443191280607
North America,2016,734659000000.0,9.936047074633116,1282.4496906726995
Oceania,2016,506140000000.0,6.845394756417337,12771.637648246278
South America,2016,101111000000.0,1.3674965606672334,242.95425219800418
Africa,2017,275624000000.0,3.598400704995349,221.6403819988356
Asia,2017,5057407000000.0,66.02682246193514,1117.2034827788448
Europe,2017,949093000000.0,12.390854643667282,1278.921822278279
North America,2017,776199000000.0,10.13364231277641,1343.6161704985684
Oceania,2017,502385000000.0,6.558872007441617,12457.164819360758
South America,2017,98917000000.0,1.2914078691841964,235.5705113549764
Africa,2018,277215000000.0,3.5596055934146236,217.31495715473918
Asia,2018,5218635000000.0,67.01037943830357,1142.7927305503067
Europe,2018,952770000000.0,12.234133871679566,1281.9729657726123
North America,2018,758512000000.0,9.739745532789037,1302.730108132617
Oceania,2018,488320000000.0,6.270319439338524,11894.288150042627
South America,2018,92349000000.0,1.1858161244746752,218.09847246757417
