crop,year,mass_t
Olives,1980,11217525
Olives,1981,8078302
Olives,1982,11058712
Olives,1983,9283618
Olives,1984,9577005
Olives,1985,9875913
Olives,1986,9217988
Olives,1987,11433059
Olives,1988,9079745
Olives,1989,10513144
Olives,1990,9023906
Olives,1991,12811899
Olives,1992,10926590
Olives,1993,10929163
Olives,1994,11473084
Olives,1995,10210862
Olives,1996,15457161
Olives,1997,15101144
Olives,1998,14844709
Olives,1999,14083780
Olives,2000,15654217
Olives,2001,15334345
Olives,2002,15965256
Olives,2003,18463929
Olives,2004,18051285
Olives,2005,15965113
Olives,2006,18713075
Olives,2007,16979435
Olives,2008,17781851
Olives,2009,19022164
Olives,2010,20422207
Olives,2011,21226184
Olives,2012,17691830
Olives,2013,22022791
Olives,2014,16202406
Olives,2015,20148928
Olives,2016,19650821
Olives,2017,20295421
Olives,2018,21066062
"Onions, dry",1961,14264046
"Onions, dry",1962,14364877
"Onions, dry",1963,14568073
"Onions, dry",1964,14712839
"Onions, dry",1965,14963789
"Onions, dry",1966,15368178
"Onions, dry",1967,16263748
"Onions, dry",1968,16476640
"Onions, dry",1969,17166761
"Onions, dry",1970,16748643
"Onions, dry",1971,17566179
"Onions, dry",1972,17192974
"Onions, dry",1973,18229793
"Onions, dry",1974,19191475
"Onions, dry",1975,18747269
"Onions, dry",1976,19484440
"Onions, dry",1977,21401361
"Onions, dry",1978,22259448
"Onions, dry",1979,22983729
"Onions, dry",1980,22400015
"Onions, dry",1981,23395756
"Onions, dry",1982,25026466
"Onions, dry",1983,24775145
"Onions, dry",1984,26082521
"Onions, dry",1985,27202245
"Onions, dry",1986,27954074
"Onions, dry",1987,28870287
"Onions, dry",1988,29402645
"Onions, dry",1989,29367007
"Onions, dry",1990,30600791
"Onions, dry",1991,31953161
"Onions, dry",1992,33976085
"Onions, dry",1993,34722200
"Onions, dry",1994,36329201
"Onions, dry",1995,39850662
"Onions, dry",1996,41105225
"Onions, dry",1997,40975968
"Onions, dry",1998,45675755
"Onions, dry",1999,48911147
"Onions, dry",2000,50140632
"Onions, dry",2001,52026425
"Onions, dry",2002,52743645
"Onions, dry",2003,56358289
"Onions, dry",2004,62440926
"Onions, dry",2005,65753013
"Onions, dry",2006,68146581
"Onions, dry",2007,73765510
"Onions, dry",2008,75014420
"Onions, dry",2009,74438737
"Onions, dry",2010,79185672
"Onions, dry",2011,85263468
"Onions, dry",2012,82563749
"Onions, dry",2013,84673368
"Onions, dry",2014,89157147
"Onions, dry",2015,91457876
"Onions, dry",2016,94838690
"Onions, dry",2017,97484228
"Onions, dry",2018,96773819
"Onions, shallots, green",1961,871594
"Onions, shallots, green",1962,981411
"Onions, shallots, green",1963,1061018
"Onions, shallots, green",1964,1164370
"Onions, shallots, green",1965,1170266
"Onions, shallots, green",1966,1201791
"Onions, shallots, green",1967,1222975
"Onions, shallots, green",1968,1259796
"Onions, shallots, green",1969,1337426
"Onions, shallots, green",1970,1329878
"Onions, shallots, green",1971,1339097
"Onions, shallots, green",1972,1331958
"Onions, shallots, green",1973,1272482
"Onions, shallots, green",1974,1296882
"Onions, shallots, green",1975,1402561
"Onions, shallots, green",1976,1400468
"Onions, shallots, green",1977,1590609
"Onions, shallots, green",1978,1612411
"Onions, shallots, green",1979,1924511
"Onions, shallots, green",1980,1924840
"Onions, shallots, green",1981,1967041
"Onions, shallots, green",1982,2062050
"Onions, shallots, green",1983,1990417
"Onions, shallots, green",1984,2195105
"Onions, shallots, green",1985,2299935
"Onions, shallots, green",1986,2442173
"Onions, shallots, green",1987,2297031
"Onions, shallots, green",1988,2401073
"Onions, shallots, green",1989,2415114
"Onions, shallots, green",1990,2509379
"Onions, shallots, green",1991,2952473
"Onions, shallots, green",1992,2966400
"Onions, shallots, green",1993,3030010
"Onions, shallots, green",1994,3297330
"Onions, shallots, green",1995,3302568
"Onions, shallots, green",1996,3313317
"Onions, shallots, green",1997,3396521
"Onions, shallots, green",1998,3338043
"Onions, shallots, green",1999,3645098
"Onions, shallots, green",2000,3709651
"Onions, shallots, green",2001,4076605
"Onions, shallots, green",2002,4235818
"Onions, shallots, green",2003,4225302
"Onions, shallots, green",2004,4530471
"Onions, shallots, green",2005,4337854
"Onions, shallots, green",2006,4717968
"Onions, shallots, green",2007,4679027
"Onions, shallots, green",2008,4835316
"Onions, shallots, green",2009,4811510
"Onions, shallots, green",2010,4728885
"Onions, shallots, green",2011,4905906
"Onions, shallots, green",2012,5133752
"Onions, shallots, green",2013,5293965
"Onions, shallots, green",2014,5042321
"Onions, shallots, green",2015,4992578
"Onions, shallots, green",2016,5171870
"Onions, shallots, green",2017,5140015
"Onions, shallots, green",2018,5468439
Oranges,1961,15976472
Oranges,1962,16634907
Oranges,1963,16664757
Oranges,1964,16614897
Oranges,1965,18775889
Oranges,1966,20772653
Oranges,1967,23447806
Oranges,1968,22029679
Oranges,1969,25191780
Oranges,1970,24930824
Oranges,1971,26380955
Oranges,1972,27709070
Oranges,1973,30633788
Oranges,1974,31437163
Oranges,1975,32298669
Oranges,1976,34031353
Oranges,1977,33901228
Oranges,1978,33867493
Oranges,1979,34773497
Oranges,1980,40014509
Oranges,1981,39686479
Oranges,1982,38131248
Oranges,1983,41539653
Oranges,1984,38989844
Oranges,1985,40875849
Oranges,1986,42236418
Oranges,1987,43801277
Oranges,1988,46060072
Oranges,1989,50877752
Oranges,1990,49705740
Oranges,1991,52061162
Oranges,1992,54133973
Oranges,1993,55521277
Oranges,1994,54874955
Oranges,1995,58526772
Oranges,1996,60831319
Oranges,1997,65704345
Oranges,1998,61733706
Oranges,1999,61805080
Oranges,2000,63918754
Oranges,2001,60214841
Oranges,2002,62137355
Oranges,2003,59923417
Oranges,2004,65012392
Oranges,2005,63206739
Oranges,2006,65460939
Oranges,2007,65331431
Oranges,2008,69376399
Oranges,2009,68468361
Oranges,2010,70609398
Oranges,2011,72454864
Oranges,2012,70386187
Oranges,2013,73149708
Oranges,2014,72214543
Oranges,2015,72331331
Oranges,2016,72771146
Oranges,2017,73468675
Oranges,2018,75413374
Palm kernels,1961,1086033
Palm kernels,1962,1027351
Palm kernels,1963,1083932
Palm kernels,1964,1094070
Palm kernels,1965,1145572
Palm kernels,1966,1123562
Palm kernels,1967,958640
Palm kernels,1968,1018778
Palm kernels,1969,1091538
Palm kernels,1970,1179678
Palm kernels,1971,1235873
Palm kernels,1972,1162257
Palm kernels,1973,1127278
Palm kernels,1974,1287504
Palm kernels,1975,1320115
Palm kernels,1976,1342980
Palm kernels,1977,1411379
Palm kernels,1978,1399079
Palm kernels,1979,1575828
Palm kernels,1980,1698444
Palm kernels,1981,1747882
Palm kernels,1982,2114692
Palm kernels,1983,1995553
Palm kernels,1984,2396631
Palm kernels,1985,2630097
Palm kernels,1986,2752658
Palm kernels,1987,2741164
Palm kernels,1988,3052649
Palm kernels,1989,3583452
Palm kernels,1990,3714516
Palm kernels,1991,3562006
Palm kernels,1992,3795754
Palm kernels,1993,4441149
Palm kernels,1994,4546311
Palm kernels,1995,4760327
Palm kernels,1996,5076712
Palm kernels,1997,5368379
Palm kernels,1998,5277425
Palm kernels,1999,6004575
Palm kernels,2000,6451792
Palm kernels,2001,6870160
Palm kernels,2002,7093868
Palm kernels,2003,7757018
Palm kernels,2004,8299221
Palm kernels,2005,9104248
Palm kernels,2006,9881636
Palm kernels,2007,10289816
Palm kernels,2008,11118640
Palm kernels,2009,11540302
Palm kernels,2010,12163569
Palm kernels,2011,13347125
Palm kernels,2012,13842732
Palm kernels,2013,14750079
Palm kernels,2014,15406049
Palm kernels,2015,15138247
Palm kernels,2016,15729562
Palm kernels,2017,17724995
Palm kernels,2018,18111334
Papayas,1961,1322877
Papayas,1962,1350458
Papayas,1963,1424481
Papayas,1964,1362721
Papayas,1965,1547781
Papayas,1966,1634868
Papayas,1967,1650269
Papayas,1968,1707073
Papayas,1969,1711868
Papayas,1970,1693379
Papayas,1971,1760669
Papayas,1972,1753014
Papayas,1973,1809378
Papayas,1974,1748223
Papayas,1975,1935781
Papayas,1976,1908409
Papayas,1977,2287399
Papayas,1978,2247074
Papayas,1979,2323525
Papayas,1980,2460987
Papayas,1981,2412294
Papayas,1982,2520611
Papayas,1983,2590353
Papayas,1984,3198491
Papayas,1985,3158263
Papayas,1986,3641078
Papayas,1987,3307700
Papayas,1988,3662478
Papayas,1989,3145339
Papayas,1990,3291518
Papayas,1991,4004573
Papayas,1992,4324720
Papayas,1993,5028699
Papayas,1994,5489788
Papayas,1995,5708048
Papayas,1996,5458832
Papayas,1997,6455115
Papayas,1998,6704940
Papayas,1999,6922866
Papayas,2000,7238573
Papayas,2001,8626859
Papayas,2002,8507619
Papayas,2003,8246181
Papayas,2004,8739202
Papayas,2005,8290627
Papayas,2006,9156023
Papayas,2007,9672558
Papayas,2008,10114601
Papayas,2009,10634223
Papayas,2010,10829339
Papayas,2011,11343844
Papayas,2012,12084591
Papayas,2013,12410826
Papayas,2014,12765039
Papayas,2015,12163269
Papayas,2016,12957876
Papayas,2017,12971418
Papayas,2018,13290320
Peaches and nectarines,1961,5167280
Peaches and nectarines,1962,4962298
Peaches and nectarines,1963,5458947
Peaches and nectarines,1964,5656643
Peaches and nectarines,1965,5816086
Peaches and nectarines,1966,5786099
Peaches and nectarines,1967,5656211
Peaches and nectarines,1968,6596171
Peaches and nectarines,1969,6128484
Peaches and nectarines,1970,6371947
Peaches and nectarines,1971,6847857
Peaches and nectarines,1972,6762952
Peaches and nectarines,1973,6925233
Peaches and nectarines,1974,7409542
Peaches and nectarines,1975,6542169
Peaches and nectarines,1976,7756903
Peaches and nectarines,1977,6829498
Peaches and nectarines,1978,7013397
Peaches and nectarines,1979,7081054
Peaches and nectarines,1980,7535093
Peaches and nectarines,1981,7706940
Peaches and nectarines,1982,7466631
Peaches and nectarines,1983,7724929
Peaches and nectarines,1984,7959254
Peaches and nectarines,1985,7752494
Peaches and nectarines,1986,8088583
Peaches and nectarines,1987,8137914
Peaches and nectarines,1988,8662205
Peaches and nectarines,1989,9135853
Peaches and nectarines,1990,9397425
Peaches and nectarines,1991,9465371
Peaches and nectarines,1992,10911442
Peaches and nectarines,1993,10875127
Peaches and nectarines,1994,11628716
Peaches and nectarines,1995,10924763
Peaches and nectarines,1996,11736473
Peaches and nectarines,1997,11146014
Peaches and nectarines,1998,11479848
Peaches and nectarines,1999,13312546
Peaches and nectarines,2000,13281535
Peaches and nectarines,2001,13919206
Peaches and nectarines,2002,14820466
Peaches and nectarines,2003,15437602
Peaches and nectarines,2004,16708866
Peaches and nectarines,2005,18041495
Peaches and nectarines,2006,18393220
Peaches and nectarines,2007,19522014
Peaches and nectarines,2008,19723443
Peaches and nectarines,2009,20380459
Peaches and nectarines,2010,20540497
Peaches and nectarines,2011,21231548
Peaches and nectarines,2012,21295829
Peaches and nectarines,2013,21800235
Peaches and nectarines,2014,22515440
Peaches and nectarines,2015,23870941
Peaches and nectarines,2016,24040295
Peaches and nectarines,2017,24784646
Peaches and nectarines,2018,24453425
Pears,1961,5202317
Pears,1962,5951704
Pears,1963,5541461
Pears,1964,6409936
Pears,1965,5356485
Pears,1966,6943773
Pears,1967,6418711
Pears,1968,7774199
Pears,1969,7120957
Pears,1970,7996427
Pears,1971,8028546
Pears,1972,7582383
Pears,1973,8441455
Pears,1974,7910524
Pears,1975,8428427
Pears,1976,8525800
Pears,1977,7551922
Pears,1978,8153814
Pears,1979,8494681
Pears,1980,8583729
Pears,1981,8716088
Pears,1982,9202428
Pears,1983,9601417
Pears,1984,9394255
Pears,1985,9301938
Pears,1986,9672717
Pears,1987,9616342
Pears,1988,10211162
Pears,1989,9952602
Pears,1990,9596893
Pears,1991,9049008
Pears,1992,10390073
Pears,1993,10483972
Pears,1994,11309786
Pears,1995,12473934
Pears,1996,13456613
Pears,1997,14088266
Pears,1998,14849813
Pears,1999,15387644
Pears,2000,16260958
Pears,2001,16397977
Pears,2002,16899153
Pears,2003,17566561
Pears,2004,18431238
Pears,2005,19371604
Pears,2006,19943164
Pears,2007,20955000
Pears,2008,21138533
Pears,2009,22466212
Pears,2010,22550669
Pears,2011,24055470
Pears,2012,24306321
Pears,2013,25315366
Pears,2014,26010280
Pears,2015,24615692
Pears,2016,23216205
Pears,2017,23848483
Pears,2018,23733772
"Peas, dry",1961,7346299
"Peas, dry",1962,11315849
"Peas, dry",1963,11544615
"Peas, dry",1964,13197241
"Peas, dry",1965,10067599
"Peas, dry",1966,9122186
"Peas, dry",1967,8463586
"Peas, dry",1968,8798292
"Peas, dry",1969,9265466
"Peas, dry",1970,9120712
"Peas, dry",1971,8969278
"Peas, dry",1972,8563938
"Peas, dry",1973,9303171
"Peas, dry",1974,9931912
"Peas, dry",1975,7617880
"Peas, dry",1976,10346735
"Peas, dry",1977,8857728
"Peas, dry",1978,10110118
"Peas, dry",1979,7351030
"Peas, dry",1980,9382151
"Peas, dry",1981,7669976
"Peas, dry",1982,9583430
"Peas, dry",1983,10956040
"Peas, dry",1984,11620086
"Peas, dry",1985,12380646
"Peas, dry",1986,11985317
"Peas, dry",1987,14994708
"Peas, dry",1988,15199191
"Peas, dry",1989,15182891
"Peas, dry",1990,16637456
"Peas, dry",1991,12342228
"Peas, dry",1992,13411911
"Peas, dry",1993,14815141
"Peas, dry",1994,14323297
"Peas, dry",1995,11470351
"Peas, dry",1996,10848580
"Peas, dry",1997,12152882
"Peas, dry",1998,12389765
"Peas, dry",1999,10953584
"Peas, dry",2000,10712851
"Peas, dry",2001,10352986
"Peas, dry",2002,9616651
"Peas, dry",2003,9887113
"Peas, dry",2004,11744206
"Peas, dry",2005,11279450
"Peas, dry",2006,9775466
"Peas, dry",2007,9105960
"Peas, dry",2008,9726060
"Peas, dry",2009,10380476
"Peas, dry",2010,10327822
"Peas, dry",2011,10266046
"Peas, dry",2012,10563679
"Peas, dry",2013,11236845
"Peas, dry",2014,11650440
"Peas, dry",2015,11875021
"Peas, dry",2016,14927396
"Peas, dry",2017,16179523
"Peas, dry",2018,13534166
"Peas, green",1961,3788013
"Peas, green",1962,3939899
"Peas, green",1963,4010987
"Peas, green",1964,4092846
"Peas, green",1965,4260058
"Peas, green",1966,4303788
"Peas, green",1967,4782957
"Peas, green",1968,4745203
"Peas, green",1969,4783125
"Peas, green",1970,4716649
"Peas, green",1971,4898252
"Peas, green",1972,4857467
"Peas, green",1973,5219266
"Peas, green",1974,5798310
"Peas, green",1975,5541440
"Peas, green",1976,4980383
"Peas, green",1977,5522643
"Peas, green",1978,5332986
"Peas, green",1979,5622576
"Peas, green",1980,5391800
"Peas, green",1981,5663499
"Peas, green",1982,5976155
"Peas, green",1983,5475454
"Peas, green",1984,6181452
"Peas, green",1985,6274177
"Peas, green",1986,5879432
"Peas, green",1987,5988723
"Peas, green",1988,6120047
"Peas, green",1989,6942614
"Peas, green",1990,7491306
"Peas, green",1991,7483902
"Peas, green",1992,7873274
"Peas, green",1993,7725875
"Peas, green",1994,8840783
"Peas, green",1995,9358029
"Peas, green",1996,9173240
"Peas, green",1997,10004077
"Peas, green",1998,10737902
"Peas, green",1999,11402965
"Peas, green",2000,12186833
"Peas, green",2001,12408648
"Peas, green",2002,11780700
"Peas, green",2003,12394727
"Peas, green",2004,12651109
"Peas, green",2005,13158343
"Peas, green",2006,14097637
"Peas, green",2007,14679308
"Peas, green",2008,14924128
"Peas, green",2009,15745400
"Peas, green",2010,15985461
"Peas, green",2011,16969486
"Peas, green",2012,17064749
"Peas, green",2013,17428443
"Peas, green",2014,17450024
"Peas, green",2015,19411817
"Peas, green",2016,19854943
"Peas, green",2017,20764578
"Peas, green",2018,21225579
Pepper (piper spp.),1961,71318
Pepper (piper spp.),1962,111403
Pepper (piper spp.),1963,116426
Pepper (piper spp.),1964,103303
Pepper (piper spp.),1965,74442
Pepper (piper spp.),1966,100418
Pepper (piper spp.),1967,88686
Pepper (piper spp.),1968,127549
Pepper (piper spp.),1969,102615
Pepper (piper spp.),1970,102611
Pepper (piper spp.),1971,110391
Pepper (piper spp.),1972,114039
Pepper (piper spp.),1973,121567
Pepper (piper spp.),1974,128361
Pepper (piper spp.),1975,127045
Pepper (piper spp.),1976,156081
Pepper (piper spp.),1977,154930
Pepper (piper spp.),1978,168612
Pepper (piper spp.),1979,168164
Pepper (piper spp.),1980,178582
Pepper (piper spp.),1981,161581
Pepper (piper spp.),1982,166326
Pepper (piper spp.),1983,152387
Pepper (piper spp.),1984,154701
Pepper (piper spp.),1985,142564
Pepper (piper spp.),1986,170122
Pepper (piper spp.),1987,172893
Pepper (piper spp.),1988,229968
Pepper (piper spp.),1989,249622
Pepper (piper spp.),1990,287865
Pepper (piper spp.),1991,347763
Pepper (piper spp.),1992,305992
Pepper (piper spp.),1993,307082
Pepper (piper spp.),1994,288210
Pepper (piper spp.),1995,302095
Pepper (piper spp.),1996,304090
Pepper (piper spp.),1997,300982
Pepper (piper spp.),1998,322421
Pepper (piper spp.),1999,368717
Pepper (piper spp.),2000,378899
Pepper (piper spp.),2001,423265
Pepper (piper spp.),2002,462878
Pepper (piper spp.),2003,485710
Pepper (piper spp.),2004,490960
Pepper (piper spp.),2005,510993
Pepper (piper spp.),2006,531302
Pepper (piper spp.),2007,525912
Pepper (piper spp.),2008,510184
Pepper (piper spp.),2009,522163
Pepper (piper spp.),2010,482568
Pepper (piper spp.),2011,483714
Pepper (piper spp.),2012,478643
Pepper (piper spp.),2013,500399
Pepper (piper spp.),2014,523968
Pepper (piper spp.),2015,577422
Pepper (piper spp.),2016,622636
Pepper (piper spp.),2017,692153
Pepper (piper spp.),2018,732524
Peppermint,1961,107611
Peppermint,1962,105362
Peppermint,1963,80558
Peppermint,1964,51226
Peppermint,1965,43899
Peppermint,1966,46954
Peppermint,1967,49821
Peppermint,1968,51529
Peppermint,1969,37585
Peppermint,1970,43753
Peppermint,1971,53557
Peppermint,1972,48559
Peppermint,1973,48571
Peppermint,1974,53980
Peppermint,1975,57407
Peppermint,1976,44656
Peppermint,1977,46217
Peppermint,1978,37861
Peppermint,1979,31146
Peppermint,1980,25834
Peppermint,1981,19534
Peppermint,1982,22451
Peppermint,1983,19686
Peppermint,1984,17214
Peppermint,1985,21771
Peppermint,1986,25987
Peppermint,1987,27637
Peppermint,1988,32842
Peppermint,1989,37779
Peppermint,1990,28674
Peppermint,1991,22864
Peppermint,1992,31360
Peppermint,1993,39894
Peppermint,1994,57659
Peppermint,1995,57682
Peppermint,1996,60832
Peppermint,1997,56760
Peppermint,1998,65412
Peppermint,1999,88307
Peppermint,2000,43135
Peppermint,2001,60791
Peppermint,2002,60876
Peppermint,2003,118257
Peppermint,2004,76874
Peppermint,2005,69780
Peppermint,2006,92513
Peppermint,2007,73660
Peppermint,2008,72021
Peppermint,2009,59445
Peppermint,2010,80767
Peppermint,2011,62931
