product,year,production_quantity_Mt,area_harvested_ha
"Chillies and peppers, green",1975,6.631311,802122
"Chillies and peppers, green",1976,6.762057,838222
"Chillies and peppers, green",1977,7.385241,848021
"Chillies and peppers, green",1978,7.455146,859331
"Chillies and peppers, green",1979,7.833678,892585
"Chillies and peppers, green",1980,7.66639,909744
"Chillies and peppers, green",1981,8.019926,946021
"Chillies and peppers, green",1982,8.227342,995102
"Chillies and peppers, green",1983,8.546431,939862
"Chillies and peppers, green",1984,8.899797,1038442
"Chillies and peppers, green",1985,9.63947,1124919
"Chillies and peppers, green",1986,9.855636,1176639
"Chillies and peppers, green",1987,10.168106,1098328
"Chillies and peppers, green",1988,10.283724,1117375
"Chillies and peppers, green",1989,10.560377,1117578
"Chillies and peppers, green",1990,10.906355,1077045
"Chillies and peppers, green",1991,10.930497,1072437
"Chillies and peppers, green",1992,11.313948,1071076
"Chillies and peppers, green",1993,12.226565,1206275
"Chillies and peppers, green",1994,12.976928,1235160
"Chillies and peppers, green",1995,14.056153,1356883
"Chillies and peppers, green",1996,16.401745,1371275
"Chillies and peppers, green",1997,17.29699,1402097
"Chillies and peppers, green",1998,18.516711,1502819
"Chillies and peppers, green",1999,19.447257,1590836
"Chillies and peppers, green",2000,20.874506,1616288
"Chillies and peppers, green",2001,21.425955,1590227
"Chillies and peppers, green",2002,22.543388,1659053
"Chillies and peppers, green",2003,24.334836,1712582
"Chillies and peppers, green",2004,24.626357,1672218
"Chillies and peppers, green",2005,25.353715,1683640
"Chillies and peppers, green",2006,26.700847,1721853
"Chillies and peppers, green",2007,27.427243,1718997
"Chillies and peppers, green",2008,28.114953,1811302
"Chillies and peppers, green",2009,28.760193,1875043
"Chillies and peppers, green",2010,29.68083,1872134
"Chillies and peppers, green",2011,30.255631,1901613
"Chillies and peppers, green",2012,30.961594,1940664
"Chillies and peppers, green",2013,31.26803,1927682
"Chillies and peppers, green",2014,32.150707,1943068
"Chillies and peppers, green",2015,33.189148,1879989
"Chillies and peppers, green",2016,34.56725,1931365
"Chillies and peppers, green",2017,35.988989,1962491
"Chillies and peppers, green",2018,36.771482,1990423
Cinnamon (cannella),1961,0.019912,37100
Cinnamon (cannella),1962,0.022025,42100
Cinnamon (cannella),1963,0.020385,37140
Cinnamon (cannella),1964,0.019889,38282
Cinnamon (cannella),1965,0.019692,38944
Cinnamon (cannella),1966,0.015455,35065
Cinnamon (cannella),1967,0.02229,45321
Cinnamon (cannella),1968,0.020896,50654
Cinnamon (cannella),1969,0.02437,46200
Cinnamon (cannella),1970,0.019316,40328
Cinnamon (cannella),1971,0.024007,49023
Cinnamon (cannella),1972,0.022616,47425
Cinnamon (cannella),1973,0.025503,53920
Cinnamon (cannella),1974,0.025319,52541
Cinnamon (cannella),1975,0.024184,43533
Cinnamon (cannella),1976,0.024905,45698
Cinnamon (cannella),1977,0.026122,42312
Cinnamon (cannella),1978,0.031391,51129
Cinnamon (cannella),1979,0.030297,55259
Cinnamon (cannella),1980,0.032292,58527
Cinnamon (cannella),1981,0.03632,72027
Cinnamon (cannella),1982,0.038621,79793
Cinnamon (cannella),1983,0.045112,78355
Cinnamon (cannella),1984,0.050036,73060
Cinnamon (cannella),1985,0.053308,103685
Cinnamon (cannella),1986,0.054311,102493
Cinnamon (cannella),1987,0.060507,97585
Cinnamon (cannella),1988,0.063312,99245
Cinnamon (cannella),1989,0.062098,103855
Cinnamon (cannella),1990,0.067276,97609
Cinnamon (cannella),1991,0.064588,97047
Cinnamon (cannella),1992,0.067885,96123
Cinnamon (cannella),1993,0.073639,104209
Cinnamon (cannella),1994,0.073965,103624
Cinnamon (cannella),1995,0.0813,112422
Cinnamon (cannella),1996,0.08582,118846
Cinnamon (cannella),1997,0.085446,127459
Cinnamon (cannella),1998,0.090682,129792
Cinnamon (cannella),1999,0.092199,139770
Cinnamon (cannella),2000,0.10147,144480
Cinnamon (cannella),2001,0.100204,151473
Cinnamon (cannella),2002,0.110869,154809
Cinnamon (cannella),2003,0.132822,159152
Cinnamon (cannella),2004,0.1722,175127
Cinnamon (cannella),2005,0.175604,175261
Cinnamon (cannella),2006,0.184092,190201
Cinnamon (cannella),2007,0.190241,225531
Cinnamon (cannella),2008,0.192051,220866
Cinnamon (cannella),2009,0.201022,225974
Cinnamon (cannella),2010,0.190877,228932
Cinnamon (cannella),2011,0.198837,241853
Cinnamon (cannella),2012,0.204029,247508
Cinnamon (cannella),2013,0.208763,257640
Cinnamon (cannella),2014,0.212973,267708
Cinnamon (cannella),2015,0.219225,266025
Cinnamon (cannella),2016,0.224683,264591
Cinnamon (cannella),2017,0.222706,260240
Cinnamon (cannella),2018,0.221815,264623
Cloves,1961,0.02777,80800
Cloves,1962,0.01909,73430
Cloves,1963,0.02647,86650
Cloves,1964,0.02938,98695
Cloves,1965,0.026515,88970
Cloves,1966,0.03566,121130
Cloves,1967,0.039761,98895
Cloves,1968,0.033996,117230
Cloves,1969,0.023876,83965
Cloves,1970,0.034373,95830
Cloves,1971,0.029371,101265
Cloves,1972,0.034475,123300
Cloves,1973,0.045771,140355
Cloves,1974,0.044113,127540
Cloves,1975,0.038201,153290
Cloves,1976,0.044555,158190
Cloves,1977,0.064601,186705
Cloves,1978,0.039558,187842
Cloves,1979,0.036506,219100
Cloves,1980,0.055697,238837
Cloves,1981,0.048416,274360
Cloves,1982,0.047775,282477
Cloves,1983,0.056121,325605
Cloves,1984,0.080548,377975
Cloves,1985,0.059605,384996
Cloves,1986,0.071968,442694
Cloves,1987,0.082101,414702
Cloves,1988,0.107146,472273
Cloves,1989,0.070713,479045
Cloves,1990,0.081968,517565
Cloves,1991,0.113607,583380
Cloves,1992,0.089743,505354
Cloves,1993,0.089594,483979
Cloves,1994,0.102221,500762
Cloves,1995,0.108402,481241
Cloves,1996,0.087681,473588
Cloves,1997,0.081718,475207
Cloves,1998,0.09295,489931
Cloves,1999,0.080437,425600
Cloves,2000,0.086034,503605
Cloves,2001,0.099899,515356
Cloves,2002,0.107386,487035
Cloves,2003,0.153072,534831
Cloves,2004,0.110207,505935
Cloves,2005,0.105057,467333
Cloves,2006,0.088811,368480
Cloves,2007,0.109295,377041
Cloves,2008,0.099628,381012
Cloves,2009,0.110807,387526
Cloves,2010,0.127526,389055
Cloves,2011,0.102877,403475
Cloves,2012,0.130775,568400
Cloves,2013,0.143236,584767
Cloves,2014,0.163241,602060
Cloves,2015,0.182844,634226
Cloves,2016,0.186202,647918
Cloves,2017,0.171104,655015
Cloves,2018,0.167506,661092
"Cocoa, beans",1961,1.186364,4403484
"Cocoa, beans",1962,1.213539,4468792
"Cocoa, beans",1963,1.280516,4516075
"Cocoa, beans",1964,1.544612,4544277
"Cocoa, beans",1965,1.229189,4591429
"Cocoa, beans",1966,1.344411,4076790
"Cocoa, beans",1967,1.390556,4220906
"Cocoa, beans",1968,1.246628,4079359
"Cocoa, beans",1969,1.418917,4260157
"Cocoa, beans",1970,1.543448,4358554
"Cocoa, beans",1971,1.6389,4423360
"Cocoa, beans",1972,1.51077,4299404
"Cocoa, beans",1973,1.402108,4316724
"Cocoa, beans",1974,1.556484,4398854
"Cocoa, beans",1975,1.561669,4360731
"Cocoa, beans",1976,1.366556,4309667
"Cocoa, beans",1977,1.452549,4436820
"Cocoa, beans",1978,1.495418,4581600
"Cocoa, beans",1979,1.659914,4632803
"Cocoa, beans",1980,1.670684,4740389
"Cocoa, beans",1981,1.735292,4848332
"Cocoa, beans",1982,1.615358,4678395
"Cocoa, beans",1983,1.604673,4658944
"Cocoa, beans",1984,1.810611,4768166
"Cocoa, beans",1985,2.014015,5046026
"Cocoa, beans",1986,2.11841,5247633
"Cocoa, beans",1987,2.055935,5275079
"Cocoa, beans",1988,2.563339,5655180
"Cocoa, beans",1989,2.641015,5514974
"Cocoa, beans",1990,2.532151,5711337
"Cocoa, beans",1991,2.521947,5654479
"Cocoa, beans",1992,2.677032,5726239
"Cocoa, beans",1993,2.672285,5675490
"Cocoa, beans",1994,2.67127,5762519
"Cocoa, beans",1995,2.985766,6556141
"Cocoa, beans",1996,3.237672,6652976
"Cocoa, beans",1997,3.017084,6435961
"Cocoa, beans",1998,3.302841,6672766
"Cocoa, beans",1999,2.975445,6862104
"Cocoa, beans",2000,3.338448,7613292
"Cocoa, beans",2001,3.222554,7152276
"Cocoa, beans",2002,3.298204,7013984
"Cocoa, beans",2003,3.705196,7693672
"Cocoa, beans",2004,4.069809,8514484
"Cocoa, beans",2005,4.044042,8708525
"Cocoa, beans",2006,4.299998,8515391
"Cocoa, beans",2007,3.899064,8645469
"Cocoa, beans",2008,4.266013,9561442
"Cocoa, beans",2009,4.211424,9437336
"Cocoa, beans",2010,4.329437,9599169
"Cocoa, beans",2011,4.61487,10254033
"Cocoa, beans",2012,4.613415,10314035
"Cocoa, beans",2013,4.484827,10176673
"Cocoa, beans",2014,4.757222,10491570
"Cocoa, beans",2015,4.807505,10816598
"Cocoa, beans",2016,4.714038,10774458
"Cocoa, beans",2017,5.277863,11778225
"Cocoa, beans",2018,5.252377,11834970
Coconuts,1961,23.841315,5260283
Coconuts,1962,25.682908,5474367
Coconuts,1963,26.18049,5637146
Coconuts,1964,26.060291,5816764
Coconuts,1965,25.516683,6008503
Coconuts,1966,26.254079,6032107
Coconuts,1967,25.788104,6332069
Coconuts,1968,26.106896,6398873
Coconuts,1969,25.361442,6591834
Coconuts,1970,26.318803,6711248
Coconuts,1971,28.660007,7009486
Coconuts,1972,30.080115,7098087
Coconuts,1973,27.998001,7142015
Coconuts,1974,26.66656,7313083
Coconuts,1975,30.775652,7417591
Coconuts,1976,33.619173,7755509
Coconuts,1977,32.122505,8007687
Coconuts,1978,32.78939,8207089
Coconuts,1979,31.320667,8557268
Coconuts,1980,32.247761,8760494
Coconuts,1981,34.070472,8923897
Coconuts,1982,33.493906,9076593
Coconuts,1983,32.548461,9026868
Coconuts,1984,31.466538,9135475
Coconuts,1985,35.941618,9396118
Coconuts,1986,38.974685,9617909
Coconuts,1987,38.734382,9790041
Coconuts,1988,37.288974,9899711
Coconuts,1989,38.315806,9883665
Coconuts,1990,43.468901,9985840
Coconuts,1991,43.996586,10123409
Coconuts,1992,45.734253,10106062
Coconuts,1993,47.116504,10376865
Coconuts,1994,48.615761,10600858
Coconuts,1995,50.406745,10694778
Coconuts,1996,49.444194,10779344
Coconuts,1997,50.144766,10727811
Coconuts,1998,49.00629,10560051
Coconuts,1999,49.343377,10593797
Coconuts,2000,51.22562,10656724
Coconuts,2001,51.972109,10922685
Coconuts,2002,53.566981,10806501
Coconuts,2003,54.282133,10868406
Coconuts,2004,55.005083,10941085
Coconuts,2005,57.731438,11042176
Coconuts,2006,58.1689,11103131
Coconuts,2007,62.187516,11484801
Coconuts,2008,60.605355,11423137
Coconuts,2009,61.506527,11461461
Coconuts,2010,60.543524,11751411
Coconuts,2011,58.811737,11905243
Coconuts,2012,62.290927,12023639
Coconuts,2013,62.479697,12002342
Coconuts,2014,61.446372,11827960
Coconuts,2015,59.419784,11915093
Coconuts,2016,60.591792,12092749
Coconuts,2017,60.444228,12273114
Coconuts,2018,61.865423,12381051
"Coffee, green",1961,4.527876,9757455
"Coffee, green",1962,4.584371,10344580
"Coffee, green",1963,4.152127,10339766
"Coffee, green",1964,3.769389,9813353
"Coffee, green",1965,4.981569,9777738
"Coffee, green",1966,4.052231,9521306
"Coffee, green",1967,4.332681,9406925
"Coffee, green",1968,3.936446,9078861
"Coffee, green",1969,4.272399,8993300
"Coffee, green",1970,3.849638,8884986
"Coffee, green",1971,4.663275,9071139
"Coffee, green",1972,4.570708,8942534
"Coffee, green",1973,4.185724,8876898
"Coffee, green",1974,4.770143,8974530
"Coffee, green",1975,4.603209,8998436
"Coffee, green",1976,3.522508,7929110
"Coffee, green",1977,4.399391,8987687
"Coffee, green",1978,4.725186,9403182
"Coffee, green",1979,4.97309,9786423
"Coffee, green",1980,4.839219,10070964
"Coffee, green",1981,6.083218,10402252
"Coffee, green",1982,4.940877,9818634
"Coffee, green",1983,5.58208,10142877
"Coffee, green",1984,5.221504,10163535
"Coffee, green",1985,5.82453,10350551
"Coffee, green",1986,5.237224,10515268
"Coffee, green",1987,6.385156,10741073
"Coffee, green",1988,5.645491,11037982
"Coffee, green",1989,5.908041,11131913
"Coffee, green",1990,6.063096,11157067
"Coffee, green",1991,6.063339,10784575
"Coffee, green",1992,6.086346,10353848
"Coffee, green",1993,5.554947,10129443
"Coffee, green",1994,5.722718,9801515
"Coffee, green",1995,5.529156,9691493
"Coffee, green",1996,6.197692,9797195
"Coffee, green",1997,6.07214,9829582
"Coffee, green",1998,6.63266,10113826
"Coffee, green",1999,6.790803,10271417
"Coffee, green",2000,7.502036,10718350
"Coffee, green",2001,7.379889,10624816
"Coffee, green",2002,7.930085,10423741
"Coffee, green",2003,7.038779,10294436
"Coffee, green",2004,7.862163,10847339
"Coffee, green",2005,7.390107,10602115
"Coffee, green",2006,8.147329,10728268
"Coffee, green",2007,8.137937,10745156
"Coffee, green",2008,8.49,10584493
"Coffee, green",2009,7.793351,10460896
"Coffee, green",2010,8.477507,10515013
"Coffee, green",2011,8.387161,9929459
"Coffee, green",2012,8.822841,10320810
"Coffee, green",2013,8.893439,10530372
"Coffee, green",2014,8.761695,10438846
"Coffee, green",2015,8.865752,10711532
"Coffee, green",2016,9.353937,10652258
"Coffee, green",2017,9.162344,10153972
"Coffee, green",2018,10.303118,10584305
Coir,1961,0.358368,
Coir,1962,0.389528,
Coir,1963,0.375197,
Coir,1964,0.393157,
Coir,1965,0.384116,
Coir,1966,0.372025,
Coir,1967,0.386985,
Coir,1968,0.406764,
Coir,1969,0.411818,
Coir,1970,0.420648,
Coir,1971,0.428938,
Coir,1972,0.432358,
Coir,1973,0.375689,
Coir,1974,0.389211,
Coir,1975,0.418616,
Coir,1976,0.400753,
Coir,1977,0.355361,
Coir,1978,0.383353,
Coir,1979,0.395488,
Coir,1980,0.384912,
Coir,1981,0.390983,
Coir,1982,0.434892,
Coir,1983,0.402337,
Coir,1984,0.425422,
Coir,1985,0.462017,
Coir,1986,0.461958,
Coir,1987,0.449666,
Coir,1988,0.484706,
Coir,1989,0.543499,
Coir,1990,0.588733,
Coir,1991,0.57731,
Coir,1992,0.628241,
Coir,1993,0.654405,
Coir,1994,0.7282,
Coir,1995,1.01119,
Coir,1996,1.04299,
Coir,1997,0.98361,
Coir,1998,0.93112,
Coir,1999,0.97099,
Coir,2000,0.94509,
Coir,2001,0.91559,
Coir,2002,0.90408,
Coir,2003,1.00635,
Coir,2004,0.95321,
Coir,2005,0.99455,
Coir,2006,1.02366,
Coir,2007,1.08266,
Coir,2008,1.055914,
Coir,2009,1.114845,
Coir,2010,1.11202,
Coir,2011,1.08664,
Coir,2012,1.132625,
Coir,2013,1.206111,
Coir,2014,1.181512,
Coir,2015,1.209624,
Coir,2016,1.212698,
Coir,2017,1.226013,
Coir,2018,1.238725,
Cotton lint,1961,9.462109,
Cotton lint,1962,10.214883,
Cotton lint,1963,11.233154,
Cotton lint,1964,11.722876,
Cotton lint,1965,12.421155,
Cotton lint,1966,11.62796,
Cotton lint,1967,11.296587,
Cotton lint,1968,12.282863,
Cotton lint,1969,11.845772,
Cotton lint,1970,12.049787,
Cotton lint,1971,12.762755,
Cotton lint,1972,13.421986,
Cotton lint,1973,13.987178,
Cotton lint,1974,13.980362,
Cotton lint,1975,12.395442,
Cotton lint,1976,11.963078,
Cotton lint,1977,13.940489,
Cotton lint,1978,13.228862,
Cotton lint,1979,13.888659,
Cotton lint,1980,13.90505,
Cotton lint,1981,15.281088,
Cotton lint,1982,14.879082,
Cotton lint,1983,14.199766,
Cotton lint,1984,18.025936,
Cotton lint,1985,17.342525,
Cotton lint,1986,15.218412,
Cotton lint,1987,16.532426,
Cotton lint,1988,18.246662,
Cotton lint,1989,17.008093,
Cotton lint,1990,18.515891,
Cotton lint,1991,20.699163,
Cotton lint,1992,18.331315,
Cotton lint,1993,16.664479,
Cotton lint,1994,18.384025,
Cotton lint,1995,19.754051,
Cotton lint,1996,19.377185,
Cotton lint,1997,19.119914,
Cotton lint,1998,18.186471,
Cotton lint,1999,18.224697,
Cotton lint,2000,18.542579,
Cotton lint,2001,20.910695,
Cotton lint,2002,18.854042,
Cotton lint,2003,19.446791,
Cotton lint,2004,24.513889,
Cotton lint,2005,24.390377,
Cotton lint,2006,25.596431,
Cotton lint,2007,25.170735,
Cotton lint,2008,22.561325,
Cotton lint,2009,21.052236,
Cotton lint,2010,23.83456,
Cotton lint,2011,26.438155,
Cotton lint,2012,26.663897,
Cotton lint,2013,24.707788,
Cotton lint,2014,25.790891,
Cotton lint,2015,22.253815,
Cotton lint,2016,23.274797,
Cotton lint,2017,25.262189,
Cotton lint,2018,24.190795,
Cottonseed,1961,17.439864,
Cottonseed,1962,18.648654,
Cottonseed,1963,20.550196,
Cottonseed,1964,21.416916,
Cottonseed,1965,22.686161,
Cottonseed,1966,21.437844,
Cottonseed,1967,21.063836,
Cottonseed,1968,22.75444,
Cottonseed,1969,21.836821,
Cottonseed,1970,22.501125,
Cottonseed,1971,23.546274,
Cottonseed,1972,24.565365,
Cottonseed,1973,25.676461,
Cottonseed,1974,26.040365,
Cottonseed,1975,22.802779,
Cottonseed,1976,22.101425,
Cottonseed,1977,25.595529,
Cottonseed,1978,24.356479,
Cottonseed,1979,26.341866,
Cottonseed,1980,26.019561,
Cottonseed,1981,28.670276,
Cottonseed,1982,28.042714,
Cottonseed,1983,27.340186,
Cottonseed,1984,34.769399,
Cottonseed,1985,32.091443,
Cottonseed,1986,28.136596,
Cottonseed,1987,30.824746,
Cottonseed,1988,33.811016,
Cottonseed,1989,31.531672,
Cottonseed,1990,33.848337,
Cottonseed,1991,38.050669,
Cottonseed,1992,32.858168,
Cottonseed,1993,29.903347,
Cottonseed,1994,33.209333,
Cottonseed,1995,35.617385,
Cottonseed,1996,34.432667,
Cottonseed,1997,34.036772,
Cottonseed,1998,32.54352,
Cottonseed,1999,33.206273,
Cottonseed,2000,33.276684,
Cottonseed,2001,37.729433,
Cottonseed,2002,33.717502,
Cottonseed,2003,35.039528,
Cottonseed,2004,44.391042,
Cottonseed,2005,43.734279,
Cottonseed,2006,44.567051,
Cottonseed,2007,46.31101,
Cottonseed,2008,42.097489,
Cottonseed,2009,38.729068,
Cottonseed,2010,43.2742,
Cottonseed,2011,48.900367,
Cottonseed,2012,48.989848,
Cottonseed,2013,45.431382,
Cottonseed,2014,46.688336,
Cottonseed,2015,39.924047,
Cottonseed,2016,41.484814,
Cottonseed,2017,43.269819,
Cottonseed,2018,41.162918,
"Cow peas, dry",1961,0.868764,2410732
"Cow peas, dry",1962,0.978189,2759787
"Cow peas, dry",1963,1.100756,3983166
"Cow peas, dry",1964,1.119337,3887777
"Cow peas, dry",1965,1.10806,4030633
"Cow peas, dry",1966,1.024211,4505191
"Cow peas, dry",1967,1.05948,5519355
"Cow peas, dry",1968,1.13108,4958569
"Cow peas, dry",1969,1.423407,5874158
"Cow peas, dry",1970,1.364899,5624237
"Cow peas, dry",1971,1.245869,5546883
"Cow peas, dry",1972,0.934289,4190065
"Cow peas, dry",1973,0.978556,4829620
"Cow peas, dry",1974,1.649538,4695457
"Cow peas, dry",1975,1.506733,4769526
"Cow peas, dry",1976,1.327515,4493121
"Cow peas, dry",1977,1.019818,3202992
