category,product,year,producing_population_Mhd
milk,"Milk, whole fresh sheep",1976,135.052849
milk,"Milk, whole fresh sheep",1977,138.944274
milk,"Milk, whole fresh sheep",1978,143.225352
milk,"Milk, whole fresh sheep",1979,146.449879
milk,"Milk, whole fresh sheep",1980,151.377929
milk,"Milk, whole fresh sheep",1981,154.930939
milk,"Milk, whole fresh sheep",1982,157.11631
milk,"Milk, whole fresh sheep",1983,161.468747
milk,"Milk, whole fresh sheep",1984,155.009375
milk,"Milk, whole fresh sheep",1985,155.831118
milk,"Milk, whole fresh sheep",1986,154.869314
milk,"Milk, whole fresh sheep",1987,157.309378
milk,"Milk, whole fresh sheep",1988,161.522991
milk,"Milk, whole fresh sheep",1989,164.828099
milk,"Milk, whole fresh sheep",1990,170.292648
milk,"Milk, whole fresh sheep",1991,179.993793
milk,"Milk, whole fresh sheep",1992,187.784816
milk,"Milk, whole fresh sheep",1993,187.932231
milk,"Milk, whole fresh sheep",1994,193.364308
milk,"Milk, whole fresh sheep",1995,194.549827
milk,"Milk, whole fresh sheep",1996,198.892418
milk,"Milk, whole fresh sheep",1997,198.765935
milk,"Milk, whole fresh sheep",1998,200.781725
milk,"Milk, whole fresh sheep",1999,203.581265
milk,"Milk, whole fresh sheep",2000,205.724258
milk,"Milk, whole fresh sheep",2001,205.021966
milk,"Milk, whole fresh sheep",2002,205.026749
milk,"Milk, whole fresh sheep",2003,200.29256
milk,"Milk, whole fresh sheep",2004,201.822577
milk,"Milk, whole fresh sheep",2005,209.459814
milk,"Milk, whole fresh sheep",2006,210.96372
milk,"Milk, whole fresh sheep",2007,217.18268
milk,"Milk, whole fresh sheep",2008,213.506317
milk,"Milk, whole fresh sheep",2009,221.425442
milk,"Milk, whole fresh sheep",2010,231.434862
milk,"Milk, whole fresh sheep",2011,231.870717
milk,"Milk, whole fresh sheep",2012,233.522998
milk,"Milk, whole fresh sheep",2013,233.531786
milk,"Milk, whole fresh sheep",2014,234.689916
milk,"Milk, whole fresh sheep",2015,238.517638
milk,"Milk, whole fresh sheep",2016,247.293731
milk,"Milk, whole fresh sheep",2017,248.457948
milk,"Milk, whole fresh sheep",2018,251.034215
