Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1985","1985","hg/An","1397","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1986","1986","hg/An","1423","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1987","1987","hg/An","1420","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1988","1988","hg/An","1374","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1989","1989","hg/An","1390","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1990","1990","hg/An","1394","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1991","1991","hg/An","1407","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1992","1992","hg/An","1411","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1993","1993","hg/An","1411","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1994","1994","hg/An","1424","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1995","1995","hg/An","1414","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1996","1996","hg/An","1424","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1997","1997","hg/An","1400","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1998","1998","hg/An","1397","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","1999","1999","hg/An","1459","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2000","2000","hg/An","1472","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2001","2001","hg/An","1469","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2002","2002","hg/An","1493","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2003","2003","hg/An","1567","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2004","2004","hg/An","1559","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2005","2005","hg/An","1556","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2006","2006","hg/An","1595","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2007","2007","hg/An","1594","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2008","2008","hg/An","1586","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2009","2009","hg/An","1507","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2010","2010","hg/An","1513","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2011","2011","hg/An","1508","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2012","2012","hg/An","1494","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2013","2013","hg/An","1531","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2014","2014","hg/An","1524","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2015","2015","hg/An","1528","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2016","2016","hg/An","1516","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2017","2017","hg/An","1550","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2018","2018","hg/An","1545","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2019","2019","hg/An","1514","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2020","2020","hg/An","1524","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1961","1961","hg/An","1903","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1962","1962","hg/An","1904","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1963","1963","hg/An","1914","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1964","1964","hg/An","1915","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1965","1965","hg/An","1923","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1966","1966","hg/An","1947","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1967","1967","hg/An","1943","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1968","1968","hg/An","1916","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1969","1969","hg/An","1928","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1970","1970","hg/An","1913","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1971","1971","hg/An","1920","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1972","1972","hg/An","1932","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1973","1973","hg/An","1952","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1974","1974","hg/An","1979","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1975","1975","hg/An","1973","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1976","1976","hg/An","1962","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1977","1977","hg/An","1986","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1978","1978","hg/An","1972","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1979","1979","hg/An","1977","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1980","1980","hg/An","1959","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1981","1981","hg/An","1943","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1982","1982","hg/An","1956","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1983","1983","hg/An","1988","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1984","1984","hg/An","2010","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1985","1985","hg/An","2016","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1986","1986","hg/An","2026","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1987","1987","hg/An","1993","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1988","1988","hg/An","1997","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1989","1989","hg/An","2025","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1990","1990","hg/An","2013","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1991","1991","hg/An","1956","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1992","1992","hg/An","1942","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1993","1993","hg/An","1996","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1994","1994","hg/An","1988","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1995","1995","hg/An","1969","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1996","1996","hg/An","2020","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1997","1997","hg/An","1973","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1998","1998","hg/An","1952","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","1999","1999","hg/An","2038","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2000","2000","hg/An","2049","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2001","2001","hg/An","2039","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2002","2002","hg/An","2027","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2003","2003","hg/An","2001","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2004","2004","hg/An","1981","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2005","2005","hg/An","1929","E","Estimated value"
