country,year,power_usage_per_year_EJ,power_usage_TW
Qatar,1996,0.43,0.01369791
Qatar,1997,0.46,0.014618579
Qatar,1998,0.49,0.015637182
Qatar,1999,0.55,0.017466304
Qatar,2000,0.48,0.015341416
Qatar,2001,0.47,0.014951767
Qatar,2002,0.53,0.016889838
Qatar,2003,0.60,0.018984339
Qatar,2004,0.70,0.02225402
Qatar,2005,0.81,0.025611994
Qatar,2006,0.85,0.026983147
Qatar,2007,0.93,0.029507311
Qatar,2008,1.03,0.032631363
Qatar,2009,1.04,0.03296858
Qatar,2010,1.21,0.038353286
Qatar,2011,1.40,0.044385877
Qatar,2012,1.59,0.050375361
Qatar,2013,1.71,0.054178666
Qatar,2014,1.84,0.058204773
Qatar,2015,2.05,0.064913184
Qatar,2016,2.00,0.063266512
Qatar,2017,1.92,0.060954223
Qatar,2018,1.99,0.063127794
Qatar,2019,2.02,0.064137945
Saudi Arabia,1965,0.85,0.02683901
Saudi Arabia,1966,0.86,0.027202211
Saudi Arabia,1967,0.87,0.027595232
Saudi Arabia,1968,0.88,0.02802362
Saudi Arabia,1969,0.90,0.028496702
Saudi Arabia,1970,0.95,0.030002525
Saudi Arabia,1971,0.95,0.030050058
Saudi Arabia,1972,1.02,0.032206996
Saudi Arabia,1973,1.08,0.034356413
Saudi Arabia,1974,1.15,0.036451286
Saudi Arabia,1975,0.91,0.02890739
Saudi Arabia,1976,1.05,0.033419768
Saudi Arabia,1977,1.24,0.0394656
Saudi Arabia,1978,1.39,0.043982518
Saudi Arabia,1979,1.68,0.053285854
Saudi Arabia,1980,1.51,0.047932428
Saudi Arabia,1981,1.80,0.057214405
Saudi Arabia,1982,1.99,0.063026042
Saudi Arabia,1983,2.15,0.068256986
Saudi Arabia,1984,2.58,0.081647527
Saudi Arabia,1985,2.63,0.083293808
Saudi Arabia,1986,2.82,0.089563011
Saudi Arabia,1987,2.99,0.094936653
Saudi Arabia,1988,3.13,0.09933524
Saudi Arabia,1989,3.08,0.097768167
Saudi Arabia,1990,3.34,0.105962535
Saudi Arabia,1991,3.50,0.110997879
Saudi Arabia,1992,3.53,0.112059852
Saudi Arabia,1993,3.61,0.114467539
Saudi Arabia,1994,4.17,0.132355408
Saudi Arabia,1995,4.07,0.128979743
Saudi Arabia,1996,4.21,0.133382383
Saudi Arabia,1997,4.29,0.135861799
Saudi Arabia,1998,4.51,0.142970106
Saudi Arabia,1999,4.59,0.145581532
Saudi Arabia,2000,4.81,0.152367046
Saudi Arabia,2001,5.12,0.162348978
Saudi Arabia,2002,5.33,0.169089022
Saudi Arabia,2003,5.65,0.179111532
Saudi Arabia,2004,6.13,0.194321548
Saudi Arabia,2005,6.53,0.207109552
Saudi Arabia,2006,6.78,0.215024873
Saudi Arabia,2007,7.08,0.224378616
Saudi Arabia,2008,7.72,0.244680083
Saudi Arabia,2009,8.13,0.257884942
Saudi Arabia,2010,8.92,0.282702373
Saudi Arabia,2011,9.20,0.291828056
Saudi Arabia,2012,9.76,0.309379666
Saudi Arabia,2013,9.80,0.310656065
Saudi Arabia,2014,10.50,0.332990484
Saudi Arabia,2015,10.83,0.343504619
Saudi Arabia,2016,10.98,0.348027779
Saudi Arabia,2017,11.01,0.348957357
Saudi Arabia,2018,10.91,0.345855241
Saudi Arabia,2019,11.04,0.349890096
United Arab Emirates,1967,0.02,0.000617131
United Arab Emirates,1968,0.03,0.000792675
United Arab Emirates,1969,0.03,0.000795439
United Arab Emirates,1970,0.03,0.00109639
United Arab Emirates,1971,0.05,0.001670796
United Arab Emirates,1972,0.06,0.00178632
United Arab Emirates,1973,0.07,0.002316271
United Arab Emirates,1974,0.08,0.002544827
United Arab Emirates,1975,0.09,0.002723308
United Arab Emirates,1976,0.11,0.003445937
United Arab Emirates,1977,0.18,0.005664978
United Arab Emirates,1978,0.21,0.006541523
United Arab Emirates,1979,0.24,0.007689731
United Arab Emirates,1980,0.39,0.012359075
United Arab Emirates,1981,0.46,0.014443651
United Arab Emirates,1982,0.49,0.015622485
United Arab Emirates,1983,0.47,0.015030921
United Arab Emirates,1984,0.59,0.01873035
United Arab Emirates,1985,0.73,0.023219778
United Arab Emirates,1986,0.89,0.028125205
United Arab Emirates,1987,0.99,0.03139479
United Arab Emirates,1988,1.09,0.034677566
United Arab Emirates,1989,1.23,0.039049702
United Arab Emirates,1990,1.25,0.039608923
United Arab Emirates,1991,1.52,0.048279386
United Arab Emirates,1992,1.47,0.046667783
United Arab Emirates,1993,1.53,0.04857736
United Arab Emirates,1994,1.68,0.053300781
United Arab Emirates,1995,1.75,0.055618811
United Arab Emirates,1996,1.81,0.057327867
United Arab Emirates,1997,1.89,0.059850768
United Arab Emirates,1998,1.93,0.06126098
United Arab Emirates,1999,1.95,0.061758055
United Arab Emirates,2000,1.94,0.061507177
United Arab Emirates,2001,1.96,0.062186308
United Arab Emirates,2002,2.14,0.067957556
United Arab Emirates,2003,2.29,0.072462883
United Arab Emirates,2004,2.44,0.077485907
United Arab Emirates,2005,2.55,0.080838759
United Arab Emirates,2006,2.68,0.085046257
United Arab Emirates,2007,2.96,0.093805728
United Arab Emirates,2008,3.39,0.107501649
United Arab Emirates,2009,3.35,0.106139209
United Arab Emirates,2010,3.51,0.111220991
United Arab Emirates,2011,3.70,0.117303928
United Arab Emirates,2012,3.89,0.1231871
United Arab Emirates,2013,4.09,0.129822798
United Arab Emirates,2014,4.08,0.129239418
United Arab Emirates,2015,4.48,0.142198354
United Arab Emirates,2016,4.66,0.147689644
United Arab Emirates,2017,4.72,0.1495144
United Arab Emirates,2018,4.80,0.152205618
United Arab Emirates,2019,4.83,0.153146198
Middle East (other),1965,0.25,0.007992197
Middle East (other),1966,0.26,0.008328889
Middle East (other),1967,0.27,0.008690527
Middle East (other),1968,0.29,0.009288658
Middle East (other),1969,0.31,0.009727094
Middle East (other),1970,0.31,0.009852155
Middle East (other),1971,0.33,0.010553837
Middle East (other),1972,0.33,0.010591523
Middle East (other),1973,0.37,0.011728463
Middle East (other),1974,0.41,0.013069786
Middle East (other),1975,0.45,0.014378161
Middle East (other),1976,0.51,0.016112461
Middle East (other),1977,0.56,0.017804655
Middle East (other),1978,0.60,0.018924698
Middle East (other),1979,0.69,0.021726781
Middle East (other),1980,0.66,0.020876359
Middle East (other),1981,0.69,0.021931358
Middle East (other),1982,0.81,0.02575962
Middle East (other),1983,0.87,0.0275039
Middle East (other),1984,0.94,0.029665911
Middle East (other),1985,0.98,0.031167685
Middle East (other),1986,1.00,0.031651251
Middle East (other),1987,1.05,0.033295073
Middle East (other),1988,1.08,0.03429975
Middle East (other),1989,1.10,0.03497284
Middle East (other),1990,1.16,0.036816426
Middle East (other),1991,1.23,0.038936141
Middle East (other),1992,1.28,0.040517429
Middle East (other),1993,1.32,0.041857813
Middle East (other),1994,1.36,0.043230397
Middle East (other),1995,1.46,0.046395354
Middle East (other),1996,1.48,0.046973849
Middle East (other),1997,1.62,0.05124564
Middle East (other),1998,1.72,0.054379952
Middle East (other),1999,1.73,0.05478487
Middle East (other),2000,1.75,0.05560725
Middle East (other),2001,1.80,0.0571249
Middle East (other),2002,1.87,0.059277899
Middle East (other),2003,1.95,0.061833068
Middle East (other),2004,2.01,0.06373243
Middle East (other),2005,2.19,0.069589962
Middle East (other),2006,2.28,0.072191227
Middle East (other),2007,2.36,0.074928377
Middle East (other),2008,2.45,0.077577626
Middle East (other),2009,2.45,0.077783598
Middle East (other),2010,2.45,0.077576147
Middle East (other),2011,2.31,0.073308909
Middle East (other),2012,2.19,0.069362623
Middle East (other),2013,2.09,0.06632685
Middle East (other),2014,2.07,0.065634248
Middle East (other),2015,1.93,0.061232257
Middle East (other),2016,1.93,0.061133541
Middle East (other),2017,1.97,0.062331293
Middle East (other),2018,1.93,0.061043974
Middle East (other),2019,2.04,0.064690919
Algeria,1965,0.09,0.002826235
Algeria,1966,0.11,0.003397846
Algeria,1967,0.10,0.003215794
Algeria,1968,0.11,0.003452084
Algeria,1969,0.12,0.003820805
Algeria,1970,0.13,0.004183825
Algeria,1971,0.14,0.004528388
Algeria,1972,0.16,0.005086015
Algeria,1973,0.19,0.006062691
Algeria,1974,0.21,0.006713745
Algeria,1975,0.25,0.00802534
Algeria,1976,0.30,0.009363241
Algeria,1977,0.32,0.010291434
Algeria,1978,0.41,0.012934052
Algeria,1979,0.53,0.016948542
Algeria,1980,0.64,0.020213976
Algeria,1981,0.77,0.024554031
Algeria,1982,0.89,0.028309911
Algeria,1983,0.98,0.030923538
Algeria,1984,0.94,0.029689749
Algeria,1985,0.94,0.02992552
Algeria,1986,1.00,0.031667872
Algeria,1987,1.03,0.032539101
Algeria,1988,1.10,0.03485734
Algeria,1989,1.07,0.033902979
Algeria,1990,1.13,0.035948584
Algeria,1991,1.12,0.035616781
Algeria,1992,1.15,0.036546874
Algeria,1993,1.07,0.034006157
Algeria,1994,1.09,0.034458113
Algeria,1995,1.13,0.035738645
Algeria,1996,1.12,0.035372287
Algeria,1997,1.07,0.033996409
Algeria,1998,1.11,0.035190794
Algeria,1999,1.12,0.035543185
Algeria,2000,1.08,0.034234923
Algeria,2001,1.12,0.03547503
Algeria,2002,1.16,0.036746531
Algeria,2003,1.21,0.038451235
Algeria,2004,1.26,0.039918905
Algeria,2005,1.32,0.041795517
Algeria,2006,1.37,0.043280186
Algeria,2007,1.44,0.045610771
Algeria,2008,1.52,0.048339614
Algeria,2009,1.62,0.051226545
Algeria,2010,1.57,0.049925312
Algeria,2011,1.67,0.053009493
Algeria,2012,1.83,0.057938174
Algeria,2013,1.93,0.061288543
Algeria,2014,2.11,0.066837593
Algeria,2015,2.22,0.07047986
Algeria,2016,2.22,0.070404142
Algeria,2017,2.24,0.071168082
Algeria,2018,2.42,0.07671066
Algeria,2019,2.54,0.080473784
Egypt,1965,0.33,0.01042842
Egypt,1966,0.35,0.010972997
Egypt,1967,0.30,0.009386066
Egypt,1968,0.32,0.010110568
Egypt,1969,0.26,0.008293467
Egypt,1970,0.33,0.010340162
Egypt,1971,0.34,0.010624898
Egypt,1972,0.37,0.011798155
Egypt,1973,0.35,0.011145762
Egypt,1974,0.40,0.012678728
Egypt,1975,0.44,0.014047409
Egypt,1976,0.53,0.016781896
Egypt,1977,0.57,0.018192464
Egypt,1978,0.61,0.019241186
Egypt,1979,0.66,0.02104298
Egypt,1980,0.76,0.023999531
Egypt,1981,0.86,0.027309893
Egypt,1982,0.96,0.0304891
Egypt,1983,1.04,0.03308493
Egypt,1984,1.14,0.035998466
Egypt,1985,1.18,0.037348004
Egypt,1986,1.21,0.038246543
Egypt,1987,1.26,0.040062068
Egypt,1988,1.30,0.041275467
Egypt,1989,1.38,0.043601915
Egypt,1990,1.42,0.045049746
Egypt,1991,1.44,0.0456327
Egypt,1992,1.44,0.045573058
Egypt,1993,1.45,0.046055556
Egypt,1994,1.48,0.046945287
Egypt,1995,1.57,0.049742872
Egypt,1996,1.65,0.052415123
Egypt,1997,1.72,0.054603906
Egypt,1998,1.79,0.056857858
Egypt,1999,1.92,0.060880574
Egypt,2000,2.04,0.064539467
Egypt,2001,2.14,0.0679854
Egypt,2002,2.18,0.069023786
Egypt,2003,2.31,0.073188767
Egypt,2004,2.42,0.07661117
Egypt,2005,2.54,0.080395374
Egypt,2006,2.66,0.084378169
Egypt,2007,2.82,0.089344332
Egypt,2008,3.00,0.095190622
Egypt,2009,3.12,0.098958588
Egypt,2010,3.28,0.104079586
Egypt,2011,3.33,0.105694802
Egypt,2012,3.50,0.111084796
Egypt,2013,3.48,0.110275774
Egypt,2014,3.47,0.109989521
Egypt,2015,3.55,0.112634869
Egypt,2016,3.74,0.118570226
Egypt,2017,3.84,0.121884205
Egypt,2018,3.92,0.124205543
Egypt,2019,3.89,0.123211691
Morocco,1965,0.06,0.001999221
Morocco,1966,0.08,0.002644425
Morocco,1967,0.09,0.00279012
Morocco,1968,0.09,0.002994429
Morocco,1969,0.10,0.003279912
Morocco,1970,0.11,0.003436287
Morocco,1971,0.12,0.003653368
Morocco,1972,0.12,0.003949726
Morocco,1973,0.14,0.00439928
Morocco,1974,0.15,0.004701577
Morocco,1975,0.15,0.0047857
Morocco,1976,0.16,0.005188887
Morocco,1977,0.18,0.005815004
Morocco,1978,0.19,0.00617313
Morocco,1979,0.22,0.006884892
Morocco,1980,0.22,0.006905974
Morocco,1981,0.21,0.006707682
Morocco,1982,0.22,0.006922292
Morocco,1983,0.22,0.007109252
Morocco,1984,0.23,0.007206659
Morocco,1985,0.23,0.007443768
Morocco,1986,0.24,0.007695361
Morocco,1987,0.25,0.007923334
Morocco,1988,0.26,0.008368699
Morocco,1989,0.29,0.00920428
Morocco,1990,0.30,0.009420851
Morocco,1991,0.30,0.009540353
Morocco,1992,0.34,0.010684325
Morocco,1993,0.34,0.010807591
Morocco,1994,0.38,0.011905327
Morocco,1995,0.37,0.011681433
Morocco,1996,0.38,0.012185994
Morocco,1997,0.40,0.012667399
Morocco,1998,0.41,0.012999862
Morocco,1999,0.43,0.013507895
Morocco,2000,0.42,0.013391364
Morocco,2001,0.46,0.01446338
Morocco,2002,0.47,0.014824384
Morocco,2003,0.47,0.014853338
Morocco,2004,0.53,0.016917112
Morocco,2005,0.58,0.018363459
Morocco,2006,0.59,0.01873712
Morocco,2007,0.59,0.018559625
Morocco,2008,0.65,0.020486326
Morocco,2009,0.63,0.019953424
Morocco,2010,0.70,0.022116921
Morocco,2011,0.73,0.023248702
Morocco,2012,0.75,0.023655131
Morocco,2013,0.77,0.024261156
Morocco,2014,0.78,0.024619826
Morocco,2015,0.79,0.025039783
Morocco,2016,0.80,0.025308272
Morocco,2017,0.84,0.026506138
Morocco,2018,0.86,0.027393672
Morocco,2019,0.95,0.030089473
South Africa,1965,1.28,0.040431159
South Africa,1966,1.28,0.040682339
South Africa,1967,1.34,0.04236337
South Africa,1968,1.41,0.044709356
South Africa,1969,1.45,0.04603423
South Africa,1970,1.52,0.048107301
South Africa,1971,1.63,0.051820635
South Africa,1972,1.69,0.053518309
South Africa,1973,1.82,0.057575836
South Africa,1974,1.87,0.059226703
South Africa,1975,1.99,0.063143469
South Africa,1976,2.08,0.065889551
South Africa,1977,2.13,0.067504191
South Africa,1978,2.11,0.066848287
South Africa,1979,2.18,0.06904295
South Africa,1980,2.32,0.07369915
South Africa,1981,2.71,0.085791625
South Africa,1982,2.91,0.092286629
South Africa,1983,2.95,0.093520846
South Africa,1984,3.22,0.102177314
South Africa,1985,3.29,0.104339142
South Africa,1986,3.35,0.106251865
South Africa,1987,3.40,0.107953517
South Africa,1988,3.75,0.118832662
South Africa,1989,3.58,0.113520326
South Africa,1990,3.70,0.117448935
South Africa,1991,3.68,0.116577343
South Africa,1992,3.69,0.117148221
South Africa,1993,3.69,0.116971289
South Africa,1994,3.85,0.121963668
South Africa,1995,4.02,0.12746631
South Africa,1996,4.10,0.129983282
South Africa,1997,4.19,0.132900017
South Africa,1998,4.12,0.130557796
South Africa,1999,4.26,0.135001839
South Africa,2000,4.26,0.135166548
South Africa,2001,4.29,0.135874193
South Africa,2002,4.17,0.132328955
South Africa,2003,4.52,0.143398955
South Africa,2004,4.94,0.156487143
South Africa,2005,4.68,0.148245689
South Africa,2006,4.77,0.151219008
South Africa,2007,4.90,0.15526847
South Africa,2008,5.25,0.16647199
South Africa,2009,5.24,0.166010932
South Africa,2010,5.29,0.167674074
South Africa,2011,5.21,0.165337213
South Africa,2012,5.14,0.162838049
South Africa,2013,5.15,0.163422171
South Africa,2014,5.22,0.165497385
South Africa,2015,5.05,0.159976685
South Africa,2016,5.30,0.167968235
South Africa,2017,5.25,0.166513971
South Africa,2018,5.30,0.167882196
South Africa,2019,5.40,0.171238469
Eastern Africa,1965,0.37,0.011787251
Eastern Africa,1966,0.41,0.012935817
Eastern Africa,1967,0.42,0.013321353
Eastern Africa,1968,0.44,0.013877002
Eastern Africa,1969,0.46,0.014524146
Eastern Africa,1970,0.52,0.01641082
Eastern Africa,1971,0.55,0.017596035
Eastern Africa,1972,0.58,0.018448864
Eastern Africa,1973,0.61,0.019460496
Eastern Africa,1974,0.64,0.020165531
Eastern Africa,1975,0.62,0.01968774
Eastern Africa,1976,0.67,0.021113733
Eastern Africa,1977,0.67,0.021384617
Eastern Africa,1978,0.66,0.020821677
Eastern Africa,1979,0.68,0.021482582
Eastern Africa,1980,0.68,0.021505816
Eastern Africa,1981,0.67,0.021188774
Eastern Africa,1982,0.66,0.020883533
Eastern Africa,1983,0.66,0.021011937
Eastern Africa,1984,0.66,0.02086765
Eastern Africa,1985,0.68,0.021601836
Eastern Africa,1986,0.72,0.022723956
Eastern Africa,1987,0.72,0.022800704
Eastern Africa,1988,0.78,0.024681321
Eastern Africa,1989,0.79,0.025001926
Eastern Africa,1990,0.89,0.028151307
Eastern Africa,1991,0.85,0.026809755
Eastern Africa,1992,0.83,0.026315074
Eastern Africa,1993,0.88,0.028036745
Eastern Africa,1994,0.89,0.028214367
Eastern Africa,1995,0.91,0.028736604
Eastern Africa,1996,0.91,0.028898578
Eastern Africa,1997,0.95,0.030040881
Eastern Africa,1998,1.01,0.031987979
Eastern Africa,1999,1.03,0.032667222
Eastern Africa,2000,1.04,0.033059448
Eastern Africa,2001,1.12,0.035567063
Eastern Africa,2002,1.15,0.036438073
Eastern Africa,2003,1.13,0.035984709
Eastern Africa,2004,1.23,0.038884934
Eastern Africa,2005,1.27,0.040190117
Eastern Africa,2006,1.31,0.041601176
Eastern Africa,2007,1.37,0.043487681
Eastern Africa,2008,1.36,0.043131814
Eastern Africa,2009,1.43,0.045448181
Eastern Africa,2010,1.56,0.049359463
Eastern Africa,2011,1.63,0.051747723
Eastern Africa,2012,1.65,0.052194651
Eastern Africa,2013,1.81,0.057284251
Eastern Africa,2014,1.98,0.062695242
Eastern Africa,2015,2.05,0.065045837
Eastern Africa,2016,2.04,0.064664096
Eastern Africa,2017,2.15,0.068298723
Eastern Africa,2018,2.26,0.071574723
Eastern Africa,2019,2.35,0.074618964
Middle Africa,1965,0.13,0.004226768
Middle Africa,1966,0.14,0.004355609
Middle Africa,1967,0.14,0.004337116
Middle Africa,1968,0.14,0.004500046
Middle Africa,1969,0.15,0.004724491
Middle Africa,1970,0.16,0.004955022
Middle Africa,1971,0.18,0.005691287
Middle Africa,1972,0.19,0.00590515
Middle Africa,1973,0.21,0.006586525
Middle Africa,1974,0.22,0.006818224
Middle Africa,1975,0.20,0.006410411
Middle Africa,1976,0.20,0.006335933
Middle Africa,1977,0.21,0.006680852
Middle Africa,1978,0.23,0.007431733
Middle Africa,1979,0.24,0.007544176
Middle Africa,1980,0.25,0.00785053
Middle Africa,1981,0.26,0.008347371
Middle Africa,1982,0.25,0.008076148
Middle Africa,1983,0.28,0.008936179
Middle Africa,1984,0.27,0.008473142
Middle Africa,1985,0.30,0.009498558
Middle Africa,1986,0.30,0.009447505
Middle Africa,1987,0.30,0.009662121
Middle Africa,1988,0.32,0.010151441
Middle Africa,1989,0.34,0.010675911
Middle Africa,1990,0.31,0.009878471
Middle Africa,1991,0.29,0.009284308
Middle Africa,1992,0.30,0.009518098
Middle Africa,1993,0.30,0.009517915
Middle Africa,1994,0.29,0.009245959
Middle Africa,1995,0.30,0.009505206
Middle Africa,1996,0.30,0.009561802
Middle Africa,1997,0.30,0.00953145
Middle Africa,1998,0.29,0.009183522
Middle Africa,1999,0.30,0.009589829
Middle Africa,2000,0.33,0.010469074
Middle Africa,2001,0.37,0.011757856
Middle Africa,2002,0.39,0.01242816
Middle Africa,2003,0.43,0.01349166
Middle Africa,2004,0.48,0.015122122
Middle Africa,2005,0.48,0.015154628
Middle Africa,2006,0.53,0.016672036
Middle Africa,2007,0.54,0.017069174
Middle Africa,2008,0.61,0.019314664
Middle Africa,2009,0.65,0.020503216
Middle Africa,2010,0.70,0.022199778
Middle Africa,2011,0.76,0.024042952
Middle Africa,2012,0.78,0.02469002
Middle Africa,2013,0.84,0.026601995
Middle Africa,2014,0.89,0.028165679
Middle Africa,2015,0.89,0.028095805
Middle Africa,2016,0.91,0.028830243
Middle Africa,2017,0.89,0.028081126
Middle Africa,2018,0.90,0.028577578
Middle Africa,2019,0.91,0.028722826
Western Africa,1965,0.19,0.005908802
Western Africa,1966,0.20,0.006497096
Western Africa,1967,0.21,0.006598815
Western Africa,1968,0.21,0.006661057
Western Africa,1969,0.24,0.007473816
Western Africa,1970,0.26,0.00839297
Western Africa,1971,0.34,0.010819282
Western Africa,1972,0.37,0.01168719
Western Africa,1973,0.41,0.013116916
Western Africa,1974,0.43,0.013479292
Western Africa,1975,0.46,0.01452606
Western Africa,1976,0.56,0.01769003
Western Africa,1977,0.60,0.019160698
Western Africa,1978,0.64,0.020195432
Western Africa,1979,0.74,0.023457992
Western Africa,1980,0.79,0.024994318
Western Africa,1981,0.82,0.026110457
Western Africa,1982,0.86,0.027246116
Western Africa,1983,0.79,0.025111492
Western Africa,1984,0.73,0.023086622
Western Africa,1985,0.78,0.02470688
Western Africa,1986,0.77,0.024401617
Western Africa,1987,0.80,0.025507495
Western Africa,1988,0.86,0.027237865
Western Africa,1989,0.90,0.028683126
Western Africa,1990,0.88,0.027848929
Western Africa,1991,0.94,0.029707492
Western Africa,1992,1.01,0.032150891
Western Africa,1993,1.02,0.032337521
Western Africa,1994,1.01,0.031882574
Western Africa,1995,1.03,0.032781463
Western Africa,1996,1.12,0.035489195
Western Africa,1997,1.11,0.035326325
Western Africa,1998,1.14,0.036058804
Western Africa,1999,1.14,0.036161591
Western Africa,2000,1.22,0.038636761
Western Africa,2001,1.32,0.041887543
Western Africa,2002,1.44,0.045723197
Western Africa,2003,1.43,0.045270693
Western Africa,2004,1.48,0.046818565
Western Africa,2005,1.52,0.048318472
Western Africa,2006,1.39,0.044225469
Western Africa,2007,1.49,0.047251602
Western Africa,2008,1.60,0.050818743
Western Africa,2009,1.50,0.047715492
Western Africa,2010,1.58,0.049942777
Western Africa,2011,1.73,0.054719047
Western Africa,2012,1.80,0.057178447
Western Africa,2013,1.81,0.057537113
Western Africa,2014,1.87,0.05940914
Western Africa,2015,2.15,0.068314446
Western Africa,2016,2.20,0.069771852
Western Africa,2017,2.39,0.075680934
Western Africa,2018,2.52,0.07991983
Western Africa,2019,2.60,0.082305129
Northern Africa (other),1965,0.06,0.001947271
Northern Africa (other),1966,0.07,0.002142607
Northern Africa (other),1967,0.07,0.002293585
Northern Africa (other),1968,0.08,0.00261329
Northern Africa (other),1969,0.09,0.002903681
Northern Africa (other),1970,0.11,0.00345683
Northern Africa (other),1971,0.10,0.003182283
Northern Africa (other),1972,0.13,0.004045986
Northern Africa (other),1973,0.18,0.005552678
Northern Africa (other),1974,0.19,0.006087431
Northern Africa (other),1975,0.22,0.006824532
Northern Africa (other),1976,0.25,0.008015213
Northern Africa (other),1977,0.29,0.009075254
Northern Africa (other),1978,0.32,0.010108916
Northern Africa (other),1979,0.42,0.013177985
Northern Africa (other),1980,0.43,0.013706746
Northern Africa (other),1981,0.46,0.014644947
Northern Africa (other),1982,0.47,0.015027585
Northern Africa (other),1983,0.50,0.015824931
Northern Africa (other),1984,0.50,0.01569711
Northern Africa (other),1985,0.56,0.017670693
Northern Africa (other),1986,0.57,0.018095497
Northern Africa (other),1987,0.63,0.020039541
Northern Africa (other),1988,0.64,0.02036599
Northern Africa (other),1989,0.69,0.021943114
Northern Africa (other),1990,0.68,0.021451693
Northern Africa (other),1991,0.67,0.021278158
Northern Africa (other),1992,0.67,0.021319553
Northern Africa (other),1993,0.71,0.022630349
Northern Africa (other),1994,0.78,0.024623611
Northern Africa (other),1995,0.82,0.025966317
Northern Africa (other),1996,0.84,0.026612948
Northern Africa (other),1997,0.87,0.027731302
Northern Africa (other),1998,0.91,0.028873484
Northern Africa (other),1999,0.90,0.028557164
Northern Africa (other),2000,0.97,0.030744209
Northern Africa (other),2001,0.99,0.031414249
Northern Africa (other),2002,0.98,0.031122456
Northern Africa (other),2003,1.01,0.032166293
Northern Africa (other),2004,1.10,0.034723526
Northern Africa (other),2005,1.12,0.035646822
Northern Africa (other),2006,1.13,0.035748444
Northern Africa (other),2007,1.10,0.034726256
Northern Africa (other),2008,1.15,0.036421691
Northern Africa (other),2009,1.22,0.038761443
Northern Africa (other),2010,1.25,0.039742315
Northern Africa (other),2011,0.90,0.028655591
Northern Africa (other),2012,1.08,0.03418366
Northern Africa (other),2013,1.17,0.036941748
Northern Africa (other),2014,1.15,0.036350656
Northern Africa (other),2015,1.00,0.031850738
Northern Africa (other),2016,0.97,0.030789654
Northern Africa (other),2017,0.97,0.030907289
Northern Africa (other),2018,1.01,0.031997183
Northern Africa (other),2019,1.04,0.032964011
South Africa (other),1970,0.01,0.000183053
South Africa (other),1971,0.01,0.000194885
South Africa (other),1972,0.01,0.000201439
South Africa (other),1973,0.01,0.000221825
South Africa (other),1974,0.01,0.000221285
South Africa (other),1975,0.01,0.000247956
South Africa (other),1976,0.01,0.000388134
South Africa (other),1977,0.01,0.000453187
South Africa (other),1978,0.03,0.000894931
South Africa (other),1979,0.03,0.000927039
South Africa (other),1980,0.03,0.000948745
South Africa (other),1981,0.04,0.001150898
South Africa (other),1982,0.04,0.001159433
South Africa (other),1983,0.03,0.001089982
South Africa (other),1984,0.04,0.001130086
South Africa (other),1985,0.04,0.001270307
South Africa (other),1986,0.04,0.001348581
South Africa (other),1987,0.04,0.001379849
South Africa (other),1988,0.05,0.00149261
South Africa (other),1989,0.05,0.001615215
South Africa (other),1990,0.08,0.002419076
South Africa (other),1991,0.09,0.00291268
South Africa (other),1992,0.10,0.003139376
South Africa (other),1993,0.10,0.003148711
South Africa (other),1994,0.10,0.003216936
South Africa (other),1995,0.11,0.003489274
South Africa (other),1996,0.10,0.003289342
South Africa (other),1997,0.11,0.003432359
South Africa (other),1998,0.12,0.003814359
South Africa (other),1999,0.13,0.004103033
South Africa (other),2000,0.13,0.004178006
South Africa (other),2001,0.13,0.004249412
South Africa (other),2002,0.13,0.004244685
South Africa (other),2003,0.13,0.004245389
South Africa (other),2004,0.13,0.004265945
South Africa (other),2005,0.14,0.004593755
South Africa (other),2006,0.14,0.004528611
South Africa (other),2007,0.15,0.004698954
South Africa (other),2008,0.15,0.004872446
South Africa (other),2009,0.16,0.005064029
South Africa (other),2010,0.15,0.004614461
South Africa (other),2011,0.16,0.004962149
South Africa (other),2012,0.17,0.00551611
South Africa (other),2013,0.18,0.0057663
South Africa (other),2014,0.20,0.006223053
South Africa (other),2015,0.20,0.006368607
South Africa (other),2016,0.20,0.006387344
South Africa (other),2017,0.21,0.006801202
South Africa (other),2018,0.21,0.006626146
South Africa (other),2019,0.20,0.006396589
Australia,1965,1.46,0.046267806
Australia,1966,1.60,0.050754695
Australia,1967,1.70,0.053829908
Australia,1968,1.80,0.057087744
Australia,1969,1.87,0.059439437
Australia,1970,2.05,0.064851449
Australia,1971,2.15,0.068100536
Australia,1972,2.25,0.071213398
Australia,1973,2.40,0.076133504
Australia,1974,2.55,0.080952852
Australia,1975,2.60,0.082298864
Australia,1976,2.69,0.085189091
Australia,1977,2.82,0.089413716
Australia,1978,2.89,0.091631114
Australia,1979,3.00,0.095245671
Australia,1980,3.02,0.095888697
Australia,1981,3.05,0.09668482
Australia,1982,3.05,0.096625264
Australia,1983,3.05,0.096828826
Australia,1984,3.19,0.101057061
Australia,1985,3.21,0.101831222
Australia,1986,3.32,0.105276239
Australia,1987,3.41,0.108089269
Australia,1988,3.57,0.113117317
Australia,1989,3.74,0.11857538
Australia,1990,3.81,0.12066465
Australia,1991,3.78,0.119894291
Australia,1992,3.82,0.121110096
Australia,1993,3.93,0.124561226
Australia,1994,4.09,0.129530619
Australia,1995,4.19,0.132966535
Australia,1996,4.30,0.136320096
Australia,1997,4.41,0.139763773
Australia,1998,4.51,0.143023508
Australia,1999,4.71,0.149280661
